"编号{id,int}(idx)","名称(str,n)","描述(str,d)","图标(str,p1)","成就组(num,cjz)","类型{type,int}(num,tp)","接受条件组{acceptCdits,json_cdits}(json,ac)","完成条件组{finCdits,json_cdits}(json,fc)","自动行为组{autoBehavs,json_behavs}(json,ab)","手动行为组{manualBehavs,json_behavs}(json,mb)","重置类型{loop,str}","文字描述1","文字描述2",
35000919,抢地盘,抢地盘400次,,21,3,"[{type:6,param:3,val:35000918}]","[{type:3,param:33,val:400,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:2}]}]",n,135000919,235000919,
35000920,抢地盘,抢地盘440次,,21,3,"[{type:6,param:3,val:35000919}]","[{type:3,param:33,val:440,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:2}]}]",n,135000920,235000920,
35000921,抢地盘,抢地盘480次,,21,3,"[{type:6,param:3,val:35000920}]","[{type:3,param:33,val:480,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:2}]}]",n,135000921,235000921,
35000922,抢地盘,抢地盘520次,,21,3,"[{type:6,param:3,val:35000921}]","[{type:3,param:33,val:520,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:2}]}]",n,135000922,235000922,
35000923,抢地盘,抢地盘560次,,21,3,"[{type:6,param:3,val:35000922}]","[{type:3,param:33,val:560,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:2}]}]",n,135000923,235000923,
35000924,抢地盘,抢地盘600次,,21,3,"[{type:6,param:3,val:35000923}]","[{type:3,param:33,val:600,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:2}]}]",n,135000924,235000924,
35000925,抢地盘,抢地盘640次,,21,3,"[{type:6,param:3,val:35000924}]","[{type:3,param:33,val:640,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:2}]}]",n,135000925,235000925,
35000926,抢地盘,抢地盘680次,,21,3,"[{type:6,param:3,val:35000925}]","[{type:3,param:33,val:680,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:2}]}]",n,135000926,235000926,
35000927,抢地盘,抢地盘740次,,21,3,"[{type:6,param:3,val:35000926}]","[{type:3,param:33,val:740,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000927,235000927,
35000928,抢地盘,抢地盘800次,,21,3,"[{type:6,param:3,val:35000927}]","[{type:3,param:33,val:800,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000928,235000928,
35000929,抢地盘,抢地盘860次,,21,3,"[{type:6,param:3,val:35000928}]","[{type:3,param:33,val:860,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000929,235000929,
35000930,抢地盘,抢地盘920次,,21,3,"[{type:6,param:3,val:35000929}]","[{type:3,param:33,val:920,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000930,235000930,
35000931,抢地盘,抢地盘980次,,21,3,"[{type:6,param:3,val:35000930}]","[{type:3,param:33,val:980,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000931,235000931,
35000932,抢地盘,抢地盘1040次,,21,3,"[{type:6,param:3,val:35000931}]","[{type:3,param:33,val:1040,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000932,235000932,
35000933,抢地盘,抢地盘1100次,,21,3,"[{type:6,param:3,val:35000932}]","[{type:3,param:33,val:1100,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000933,235000933,
35000934,抢地盘,抢地盘1160次,,21,3,"[{type:6,param:3,val:35000933}]","[{type:3,param:33,val:1160,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000934,235000934,
35000935,抢地盘,抢地盘1220次,,21,3,"[{type:6,param:3,val:35000934}]","[{type:3,param:33,val:1220,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000935,235000935,
35000936,抢地盘,抢地盘1280次,,21,3,"[{type:6,param:3,val:35000935}]","[{type:3,param:33,val:1280,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000936,235000936,
35000937,抢地盘,抢地盘1360次,,21,3,"[{type:6,param:3,val:35000936}]","[{type:3,param:33,val:1360,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000937,235000937,
35000938,抢地盘,抢地盘1440次,,21,3,"[{type:6,param:3,val:35000937}]","[{type:3,param:33,val:1440,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000938,235000938,
35000939,抢地盘,抢地盘1520次,,21,3,"[{type:6,param:3,val:35000938}]","[{type:3,param:33,val:1520,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000939,235000939,
35000940,抢地盘,抢地盘1600次,,21,3,"[{type:6,param:3,val:35000939}]","[{type:3,param:33,val:1600,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000940,235000940,
35000941,抢地盘,抢地盘1680次,,21,3,"[{type:6,param:3,val:35000940}]","[{type:3,param:33,val:1680,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000941,235000941,
35000942,抢地盘,抢地盘1760次,,21,3,"[{type:6,param:3,val:35000941}]","[{type:3,param:33,val:1760,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000942,235000942,
35000943,抢地盘,抢地盘1840次,,21,3,"[{type:6,param:3,val:35000942}]","[{type:3,param:33,val:1840,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000943,235000943,
35000944,抢地盘,抢地盘1920次,,21,3,"[{type:6,param:3,val:35000943}]","[{type:3,param:33,val:1920,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000944,235000944,
35000945,抢地盘,抢地盘2000次,,21,3,"[{type:6,param:3,val:35000944}]","[{type:3,param:33,val:2000,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000945,235000945,
35000946,抢地盘,抢地盘2080次,,21,3,"[{type:6,param:3,val:35000945}]","[{type:3,param:33,val:2080,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:3}]}]",n,135000946,235000946,
35000947,抢地盘,抢地盘2180次,,21,3,"[{type:6,param:3,val:35000946}]","[{type:3,param:33,val:2180,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000947,235000947,
35000948,抢地盘,抢地盘2280次,,21,3,"[{type:6,param:3,val:35000947}]","[{type:3,param:33,val:2280,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000948,235000948,
35000949,抢地盘,抢地盘2380次,,21,3,"[{type:6,param:3,val:35000948}]","[{type:3,param:33,val:2380,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000949,235000949,
35000950,抢地盘,抢地盘2480次,,21,3,"[{type:6,param:3,val:35000949}]","[{type:3,param:33,val:2480,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000950,235000950,
35000951,抢地盘,抢地盘2580次,,21,3,"[{type:6,param:3,val:35000950}]","[{type:3,param:33,val:2580,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000951,235000951,
35000952,抢地盘,抢地盘2680次,,21,3,"[{type:6,param:3,val:35000951}]","[{type:3,param:33,val:2680,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000952,235000952,
35000953,抢地盘,抢地盘2780次,,21,3,"[{type:6,param:3,val:35000952}]","[{type:3,param:33,val:2780,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000953,235000953,
35000954,抢地盘,抢地盘2880次,,21,3,"[{type:6,param:3,val:35000953}]","[{type:3,param:33,val:2880,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000954,235000954,
35000955,抢地盘,抢地盘2980次,,21,3,"[{type:6,param:3,val:35000954}]","[{type:3,param:33,val:2980,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000955,235000955,
35000956,抢地盘,抢地盘3080次,,21,3,"[{type:6,param:3,val:35000955}]","[{type:3,param:33,val:3080,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000956,235000956,
35000957,抢地盘,抢地盘3190次,,21,3,"[{type:6,param:3,val:35000956}]","[{type:3,param:33,val:3190,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000957,235000957,
35000958,抢地盘,抢地盘3300次,,21,3,"[{type:6,param:3,val:35000957}]","[{type:3,param:33,val:3300,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000958,235000958,
35000959,抢地盘,抢地盘3410次,,21,3,"[{type:6,param:3,val:35000958}]","[{type:3,param:33,val:3410,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000959,235000959,
35000960,抢地盘,抢地盘3520次,,21,3,"[{type:6,param:3,val:35000959}]","[{type:3,param:33,val:3520,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000960,235000960,
35000961,抢地盘,抢地盘3630次,,21,3,"[{type:6,param:3,val:35000960}]","[{type:3,param:33,val:3630,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000961,235000961,
35000962,抢地盘,抢地盘3740次,,21,3,"[{type:6,param:3,val:35000961}]","[{type:3,param:33,val:3740,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000962,235000962,
35000963,抢地盘,抢地盘3850次,,21,3,"[{type:6,param:3,val:35000962}]","[{type:3,param:33,val:3850,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000963,235000963,
35000964,抢地盘,抢地盘3960次,,21,3,"[{type:6,param:3,val:35000963}]","[{type:3,param:33,val:3960,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000964,235000964,
35000965,抢地盘,抢地盘4070次,,21,3,"[{type:6,param:3,val:35000964}]","[{type:3,param:33,val:4070,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000965,235000965,
35000966,抢地盘,抢地盘4180次,,21,3,"[{type:6,param:3,val:35000965}]","[{type:3,param:33,val:4180,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:4}]}]",n,135000966,235000966,
35000967,抢地盘,抢地盘4300次,,21,3,"[{type:6,param:3,val:35000966}]","[{type:3,param:33,val:4300,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000967,235000967,
35000968,抢地盘,抢地盘4420次,,21,3,"[{type:6,param:3,val:35000967}]","[{type:3,param:33,val:4420,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000968,235000968,
35000969,抢地盘,抢地盘4540次,,21,3,"[{type:6,param:3,val:35000968}]","[{type:3,param:33,val:4540,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000969,235000969,
35000970,抢地盘,抢地盘4660次,,21,3,"[{type:6,param:3,val:35000969}]","[{type:3,param:33,val:4660,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000970,235000970,
35000971,抢地盘,抢地盘4780次,,21,3,"[{type:6,param:3,val:35000970}]","[{type:3,param:33,val:4780,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000971,235000971,
35000972,抢地盘,抢地盘4900次,,21,3,"[{type:6,param:3,val:35000971}]","[{type:3,param:33,val:4900,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000972,235000972,
35000973,抢地盘,抢地盘5020次,,21,3,"[{type:6,param:3,val:35000972}]","[{type:3,param:33,val:5020,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000973,235000973,
35000974,抢地盘,抢地盘5140次,,21,3,"[{type:6,param:3,val:35000973}]","[{type:3,param:33,val:5140,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000974,235000974,
35000975,抢地盘,抢地盘5260次,,21,3,"[{type:6,param:3,val:35000974}]","[{type:3,param:33,val:5260,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000975,235000975,
35000976,抢地盘,抢地盘5380次,,21,3,"[{type:6,param:3,val:35000975}]","[{type:3,param:33,val:5380,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000976,235000976,
35000977,抢地盘,抢地盘5510次,,21,3,"[{type:6,param:3,val:35000976}]","[{type:3,param:33,val:5510,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000977,235000977,
35000978,抢地盘,抢地盘5640次,,21,3,"[{type:6,param:3,val:35000977}]","[{type:3,param:33,val:5640,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000978,235000978,
35000979,抢地盘,抢地盘5770次,,21,3,"[{type:6,param:3,val:35000978}]","[{type:3,param:33,val:5770,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000979,235000979,
35000980,抢地盘,抢地盘5900次,,21,3,"[{type:6,param:3,val:35000979}]","[{type:3,param:33,val:5900,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000980,235000980,
35000981,抢地盘,抢地盘6030次,,21,3,"[{type:6,param:3,val:35000980}]","[{type:3,param:33,val:6030,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000981,235000981,
35000982,抢地盘,抢地盘6160次,,21,3,"[{type:6,param:3,val:35000981}]","[{type:3,param:33,val:6160,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000982,235000982,
35000983,抢地盘,抢地盘6290次,,21,3,"[{type:6,param:3,val:35000982}]","[{type:3,param:33,val:6290,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000983,235000983,
35000984,抢地盘,抢地盘6420次,,21,3,"[{type:6,param:3,val:35000983}]","[{type:3,param:33,val:6420,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000984,235000984,
35000985,抢地盘,抢地盘6550次,,21,3,"[{type:6,param:3,val:35000984}]","[{type:3,param:33,val:6550,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000985,235000985,
35000986,抢地盘,抢地盘6680次,,21,3,"[{type:6,param:3,val:35000985}]","[{type:3,param:33,val:6680,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200030,value:5}]}]",n,135000986,235000986,
35000987,找乐子,找乐子3次,10042122,22,3,[],"[{type:3,param:34,val:3,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135000987,235000987,
35000988,找乐子,找乐子6次,,22,3,"[{type:6,param:3,val:35000987}]","[{type:3,param:34,val:6,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135000988,235000988,
35000989,找乐子,找乐子9次,,22,3,"[{type:6,param:3,val:35000988}]","[{type:3,param:34,val:9,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135000989,235000989,
35000990,找乐子,找乐子12次,,22,3,"[{type:6,param:3,val:35000989}]","[{type:3,param:34,val:12,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135000990,235000990,
35000991,找乐子,找乐子15次,,22,3,"[{type:6,param:3,val:35000990}]","[{type:3,param:34,val:15,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135000991,235000991,
35000992,找乐子,找乐子18次,,22,3,"[{type:6,param:3,val:35000991}]","[{type:3,param:34,val:18,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135000992,235000992,
35000993,找乐子,找乐子21次,,22,3,"[{type:6,param:3,val:35000992}]","[{type:3,param:34,val:21,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135000993,235000993,
35000994,找乐子,找乐子24次,,22,3,"[{type:6,param:3,val:35000993}]","[{type:3,param:34,val:24,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135000994,235000994,
35000995,找乐子,找乐子27次,,22,3,"[{type:6,param:3,val:35000994}]","[{type:3,param:34,val:27,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135000995,235000995,
35000996,找乐子,找乐子30次,,22,3,"[{type:6,param:3,val:35000995}]","[{type:3,param:34,val:30,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135000996,235000996,
35000997,找乐子,找乐子34次,,22,3,"[{type:6,param:3,val:35000996}]","[{type:3,param:34,val:34,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135000997,235000997,
35000998,找乐子,找乐子38次,,22,3,"[{type:6,param:3,val:35000997}]","[{type:3,param:34,val:38,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135000998,235000998,
35000999,找乐子,找乐子42次,,22,3,"[{type:6,param:3,val:35000998}]","[{type:3,param:34,val:42,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135000999,235000999,
35001000,找乐子,找乐子46次,,22,3,"[{type:6,param:3,val:35000999}]","[{type:3,param:34,val:46,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135001000,235001000,
35001001,找乐子,找乐子50次,,22,3,"[{type:6,param:3,val:35001000}]","[{type:3,param:34,val:50,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135001001,235001001,
35001002,找乐子,找乐子54次,,22,3,"[{type:6,param:3,val:35001001}]","[{type:3,param:34,val:54,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135001002,235001002,
35001003,找乐子,找乐子58次,,22,3,"[{type:6,param:3,val:35001002}]","[{type:3,param:34,val:58,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135001003,235001003,
35001004,找乐子,找乐子62次,,22,3,"[{type:6,param:3,val:35001003}]","[{type:3,param:34,val:62,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135001004,235001004,
35001005,找乐子,找乐子66次,,22,3,"[{type:6,param:3,val:35001004}]","[{type:3,param:34,val:66,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135001005,235001005,
35001006,找乐子,找乐子70次,,22,3,"[{type:6,param:3,val:35001005}]","[{type:3,param:34,val:70,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:1}]}]",n,135001006,235001006,
35001007,找乐子,找乐子75次,,22,3,"[{type:6,param:3,val:35001006}]","[{type:3,param:34,val:75,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001007,235001007,
35001008,找乐子,找乐子80次,,22,3,"[{type:6,param:3,val:35001007}]","[{type:3,param:34,val:80,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001008,235001008,
35001009,找乐子,找乐子85次,,22,3,"[{type:6,param:3,val:35001008}]","[{type:3,param:34,val:85,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001009,235001009,
35001010,找乐子,找乐子90次,,22,3,"[{type:6,param:3,val:35001009}]","[{type:3,param:34,val:90,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001010,235001010,
35001011,找乐子,找乐子95次,,22,3,"[{type:6,param:3,val:35001010}]","[{type:3,param:34,val:95,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001011,235001011,
35001012,找乐子,找乐子100次,,22,3,"[{type:6,param:3,val:35001011}]","[{type:3,param:34,val:100,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001012,235001012,
35001013,找乐子,找乐子105次,,22,3,"[{type:6,param:3,val:35001012}]","[{type:3,param:34,val:105,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001013,235001013,
35001014,找乐子,找乐子110次,,22,3,"[{type:6,param:3,val:35001013}]","[{type:3,param:34,val:110,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001014,235001014,
35001015,找乐子,找乐子115次,,22,3,"[{type:6,param:3,val:35001014}]","[{type:3,param:34,val:115,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001015,235001015,
35001016,找乐子,找乐子120次,,22,3,"[{type:6,param:3,val:35001015}]","[{type:3,param:34,val:120,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001016,235001016,
35001017,找乐子,找乐子126次,,22,3,"[{type:6,param:3,val:35001016}]","[{type:3,param:34,val:126,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001017,235001017,
35001018,找乐子,找乐子132次,,22,3,"[{type:6,param:3,val:35001017}]","[{type:3,param:34,val:132,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001018,235001018,
35001019,找乐子,找乐子138次,,22,3,"[{type:6,param:3,val:35001018}]","[{type:3,param:34,val:138,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001019,235001019,
35001020,找乐子,找乐子144次,,22,3,"[{type:6,param:3,val:35001019}]","[{type:3,param:34,val:144,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001020,235001020,
35001021,找乐子,找乐子150次,,22,3,"[{type:6,param:3,val:35001020}]","[{type:3,param:34,val:150,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001021,235001021,
35001022,找乐子,找乐子156次,,22,3,"[{type:6,param:3,val:35001021}]","[{type:3,param:34,val:156,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001022,235001022,
35001023,找乐子,找乐子162次,,22,3,"[{type:6,param:3,val:35001022}]","[{type:3,param:34,val:162,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001023,235001023,
35001024,找乐子,找乐子168次,,22,3,"[{type:6,param:3,val:35001023}]","[{type:3,param:34,val:168,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001024,235001024,
35001025,找乐子,找乐子174次,,22,3,"[{type:6,param:3,val:35001024}]","[{type:3,param:34,val:174,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001025,235001025,
35001026,找乐子,找乐子180次,,22,3,"[{type:6,param:3,val:35001025}]","[{type:3,param:34,val:180,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:2}]}]",n,135001026,235001026,
35001027,找乐子,找乐子187次,,22,3,"[{type:6,param:3,val:35001026}]","[{type:3,param:34,val:187,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001027,235001027,
35001028,找乐子,找乐子194次,,22,3,"[{type:6,param:3,val:35001027}]","[{type:3,param:34,val:194,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001028,235001028,
35001029,找乐子,找乐子201次,,22,3,"[{type:6,param:3,val:35001028}]","[{type:3,param:34,val:201,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001029,235001029,
35001030,找乐子,找乐子208次,,22,3,"[{type:6,param:3,val:35001029}]","[{type:3,param:34,val:208,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001030,235001030,
35001031,找乐子,找乐子215次,,22,3,"[{type:6,param:3,val:35001030}]","[{type:3,param:34,val:215,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001031,235001031,
35001032,找乐子,找乐子222次,,22,3,"[{type:6,param:3,val:35001031}]","[{type:3,param:34,val:222,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001032,235001032,
35001033,找乐子,找乐子229次,,22,3,"[{type:6,param:3,val:35001032}]","[{type:3,param:34,val:229,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001033,235001033,
35001034,找乐子,找乐子236次,,22,3,"[{type:6,param:3,val:35001033}]","[{type:3,param:34,val:236,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001034,235001034,
35001035,找乐子,找乐子243次,,22,3,"[{type:6,param:3,val:35001034}]","[{type:3,param:34,val:243,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001035,235001035,
35001036,找乐子,找乐子250次,,22,3,"[{type:6,param:3,val:35001035}]","[{type:3,param:34,val:250,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001036,235001036,
35001037,找乐子,找乐子258次,,22,3,"[{type:6,param:3,val:35001036}]","[{type:3,param:34,val:258,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001037,235001037,
35001038,找乐子,找乐子266次,,22,3,"[{type:6,param:3,val:35001037}]","[{type:3,param:34,val:266,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001038,235001038,
35001039,找乐子,找乐子274次,,22,3,"[{type:6,param:3,val:35001038}]","[{type:3,param:34,val:274,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001039,235001039,
35001040,找乐子,找乐子282次,,22,3,"[{type:6,param:3,val:35001039}]","[{type:3,param:34,val:282,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001040,235001040,
35001041,找乐子,找乐子290次,,22,3,"[{type:6,param:3,val:35001040}]","[{type:3,param:34,val:290,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001041,235001041,
35001042,找乐子,找乐子298次,,22,3,"[{type:6,param:3,val:35001041}]","[{type:3,param:34,val:298,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001042,235001042,
35001043,找乐子,找乐子306次,,22,3,"[{type:6,param:3,val:35001042}]","[{type:3,param:34,val:306,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001043,235001043,
35001044,找乐子,找乐子314次,,22,3,"[{type:6,param:3,val:35001043}]","[{type:3,param:34,val:314,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001044,235001044,
35001045,找乐子,找乐子322次,,22,3,"[{type:6,param:3,val:35001044}]","[{type:3,param:34,val:322,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001045,235001045,
35001046,找乐子,找乐子330次,,22,3,"[{type:6,param:3,val:35001045}]","[{type:3,param:34,val:330,recMode:0}]",[],"[{type:1,funcs:[{type:1,param:30200026,value:3}]}]",n,135001046,235001046,
