"±àÂëID{id,int}(id,number)","Ó¢ÐÛ±àÂë{hero_id,int}(hero_id,number)","Í»ÆÆ´ÎÊý{level,int}(level,number)","Í»ÆÆÏûºÄ{stage_costs,json_funcs}(stage_costs,json)","ÑªÁ¿{hp,int}(hp,number)","¹¥»÷{attack,int}(attack,number)","·ÀÓù{defense,int}(defense,number)","Ä§·À{magic_defense,int}(magic_defense,number)","ËÙ¶È{speed,int}(speed,number)","¼¼ÇÉ{technique,int}(technique,number)","ÐÒÔË{luck,int}(luck,number)"
20400930,20112105,10,"[{type:3,param:20112105,value:-1}]",12,8,8,8,8,8,8
20400931,20131601,1,"[{type:3,param:20131601,value:-1}]",2,2,0,0,0,2,0
20400932,20131601,2,"[{type:3,param:20131601,value:-1}]",4,2,2,0,2,2,0
20400933,20131601,3,"[{type:3,param:20131601,value:-1}]",4,4,2,2,2,4,0
20400934,20131601,4,"[{type:3,param:20131601,value:-1}]",4,4,4,2,4,4,2
20400935,20131601,5,"[{type:3,param:20131601,value:-1}]",6,4,4,4,4,4,4
20400936,20131601,6,"[{type:3,param:20131601,value:-1}]",8,6,4,4,4,6,4
20400937,20131601,7,"[{type:3,param:20131601,value:-1}]",10,6,6,4,6,6,4
20400938,20131601,8,"[{type:3,param:20131601,value:-1}]",10,8,6,6,6,8,4
20400939,20131601,9,"[{type:3,param:20131601,value:-1}]",10,8,8,6,6,8,6
20400940,20131601,10,"[{type:3,param:20131601,value:-1}]",12,8,8,8,8,8,8
20400941,20121601,1,"[{type:3,param:20121601,value:-1}]",2,2,0,0,0,2,0
20400942,20121601,2,"[{type:3,param:20121601,value:-1}]",4,2,2,0,2,2,0
20400943,20121601,3,"[{type:3,param:20121601,value:-1}]",4,4,2,2,2,4,0
20400944,20121601,4,"[{type:3,param:20121601,value:-1}]",4,4,4,2,4,4,2
20400945,20121601,5,"[{type:3,param:20121601,value:-1}]",6,4,4,4,4,4,4
20400946,20121601,6,"[{type:3,param:20121601,value:-1}]",8,6,4,4,4,6,4
20400947,20121601,7,"[{type:3,param:20121601,value:-1}]",10,6,6,4,6,6,4
20400948,20121601,8,"[{type:3,param:20121601,value:-1}]",10,8,6,6,6,8,4
20400949,20121601,9,"[{type:3,param:20121601,value:-1}]",10,8,8,6,6,8,6
20400950,20121601,10,"[{type:3,param:20121601,value:-1}]",12,8,8,8,8,8,8
20400951,20143802,1,"[{type:3,param:20143802,value:-1}]",2,2,0,0,0,2,0
20400952,20143802,2,"[{type:3,param:20143802,value:-1}]",4,2,2,0,2,2,0
20400953,20143802,3,"[{type:3,param:20143802,value:-1}]",4,4,2,2,2,4,0
20400954,20143802,4,"[{type:3,param:20143802,value:-1}]",4,4,4,2,4,4,2
20400955,20143802,5,"[{type:3,param:20143802,value:-1}]",6,4,4,4,4,4,4
20400956,20143802,6,"[{type:3,param:20143802,value:-1}]",8,6,4,4,4,6,4
20400957,20143802,7,"[{type:3,param:20143802,value:-1}]",10,6,6,4,6,6,4
20400958,20143802,8,"[{type:3,param:20143802,value:-1}]",10,8,6,6,6,8,4
20400959,20143802,9,"[{type:3,param:20143802,value:-1}]",10,8,8,6,6,8,6
20400960,20143802,10,"[{type:3,param:20143802,value:-1}]",12,8,8,8,8,8,8
20400961,20114101,1,"[{type:3,param:20114101,value:-1}]",2,2,0,0,0,2,0
20400962,20114101,2,"[{type:3,param:20114101,value:-1}]",4,2,2,0,2,2,0
20400963,20114101,3,"[{type:3,param:20114101,value:-1}]",4,4,2,2,2,4,0
20400964,20114101,4,"[{type:3,param:20114101,value:-1}]",4,4,4,2,4,4,2
20400965,20114101,5,"[{type:3,param:20114101,value:-1}]",6,4,4,4,4,4,4
20400966,20114101,6,"[{type:3,param:20114101,value:-1}]",8,6,4,4,4,6,4
20400967,20114101,7,"[{type:3,param:20114101,value:-1}]",10,6,6,4,6,6,4
20400968,20114101,8,"[{type:3,param:20114101,value:-1}]",10,8,6,6,6,8,4
20400969,20114101,9,"[{type:3,param:20114101,value:-1}]",10,8,8,6,6,8,6
20400970,20114101,10,"[{type:3,param:20114101,value:-1}]",12,8,8,8,8,8,8
20400971,20121602,1,"[{type:3,param:20121602,value:-1}]",2,2,0,0,0,2,0
20400972,20121602,2,"[{type:3,param:20121602,value:-1}]",4,2,2,0,2,2,0
20400973,20121602,3,"[{type:3,param:20121602,value:-1}]",4,4,2,2,2,4,0
20400974,20121602,4,"[{type:3,param:20121602,value:-1}]",4,4,4,2,4,4,2
20400975,20121602,5,"[{type:3,param:20121602,value:-1}]",6,4,4,4,4,4,4
20400976,20121602,6,"[{type:3,param:20121602,value:-1}]",8,6,4,4,4,6,4
20400977,20121602,7,"[{type:3,param:20121602,value:-1}]",10,6,6,4,6,6,4
20400978,20121602,8,"[{type:3,param:20121602,value:-1}]",10,8,6,6,6,8,4
20400979,20121602,9,"[{type:3,param:20121602,value:-1}]",10,8,8,6,6,8,6
20400980,20121602,10,"[{type:3,param:20121602,value:-1}]",12,8,8,8,8,8,8
20400981,20131602,1,"[{type:3,param:20131602,value:-1}]",2,2,0,0,0,2,0
20400982,20131602,2,"[{type:3,param:20131602,value:-1}]",4,2,2,0,2,2,0
20400983,20131602,3,"[{type:3,param:20131602,value:-1}]",4,4,2,2,2,4,0
20400984,20131602,4,"[{type:3,param:20131602,value:-1}]",4,4,4,2,4,4,2
20400985,20131602,5,"[{type:3,param:20131602,value:-1}]",6,4,4,4,4,4,4
20400986,20131602,6,"[{type:3,param:20131602,value:-1}]",8,6,4,4,4,6,4
20400987,20131602,7,"[{type:3,param:20131602,value:-1}]",10,6,6,4,6,6,4
20400988,20131602,8,"[{type:3,param:20131602,value:-1}]",10,8,6,6,6,8,4
20400989,20131602,9,"[{type:3,param:20131602,value:-1}]",10,8,8,6,6,8,6
20400990,20131602,10,"[{type:3,param:20131602,value:-1}]",12,8,8,8,8,8,8
20400991,20114102,1,"[{type:3,param:20114102,value:-1}]",2,2,0,0,0,2,0
20400992,20114102,2,"[{type:3,param:20114102,value:-1}]",4,2,2,0,2,2,0
20400993,20114102,3,"[{type:3,param:20114102,value:-1}]",4,4,2,2,2,4,0
20400994,20114102,4,"[{type:3,param:20114102,value:-1}]",4,4,4,2,4,4,2
20400995,20114102,5,"[{type:3,param:20114102,value:-1}]",6,4,4,4,4,4,4
20400996,20114102,6,"[{type:3,param:20114102,value:-1}]",8,6,4,4,4,6,4
20400997,20114102,7,"[{type:3,param:20114102,value:-1}]",10,6,6,4,6,6,4
20400998,20114102,8,"[{type:3,param:20114102,value:-1}]",10,8,6,6,6,8,4
20400999,20114102,9,"[{type:3,param:20114102,value:-1}]",10,8,8,6,6,8,6
20401000,20114102,10,"[{type:3,param:20114102,value:-1}]",12,8,8,8,8,8,8
20401001,20131603,1,"[{type:3,param:20131603,value:-1}]",2,2,0,0,0,2,0
20401002,20131603,2,"[{type:3,param:20131603,value:-1}]",4,2,2,0,2,2,0
20401003,20131603,3,"[{type:3,param:20131603,value:-1}]",4,4,2,2,2,4,0
20401004,20131603,4,"[{type:3,param:20131603,value:-1}]",4,4,4,2,4,4,2
20401005,20131603,5,"[{type:3,param:20131603,value:-1}]",6,4,4,4,4,4,4
20401006,20131603,6,"[{type:3,param:20131603,value:-1}]",8,6,4,4,4,6,4
20401007,20131603,7,"[{type:3,param:20131603,value:-1}]",10,6,6,4,6,6,4
20401008,20131603,8,"[{type:3,param:20131603,value:-1}]",10,8,6,6,6,8,4
20401009,20131603,9,"[{type:3,param:20131603,value:-1}]",10,8,8,6,6,8,6
20401010,20131603,10,"[{type:3,param:20131603,value:-1}]",12,8,8,8,8,8,8
20401011,20121603,1,"[{type:3,param:20121603,value:-1}]",2,2,0,0,0,2,0
20401012,20121603,2,"[{type:3,param:20121603,value:-1}]",4,2,2,0,2,2,0
20401013,20121603,3,"[{type:3,param:20121603,value:-1}]",4,4,2,2,2,4,0
20401014,20121603,4,"[{type:3,param:20121603,value:-1}]",4,4,4,2,4,4,2
20401015,20121603,5,"[{type:3,param:20121603,value:-1}]",6,4,4,4,4,4,4
20401016,20121603,6,"[{type:3,param:20121603,value:-1}]",8,6,4,4,4,6,4
20401017,20121603,7,"[{type:3,param:20121603,value:-1}]",10,6,6,4,6,6,4
20401018,20121603,8,"[{type:3,param:20121603,value:-1}]",10,8,6,6,6,8,4
20401019,20121603,9,"[{type:3,param:20121603,value:-1}]",10,8,8,6,6,8,6
20401020,20121603,10,"[{type:3,param:20121603,value:-1}]",12,8,8,8,8,8,8
20401021,20114103,1,"[{type:3,param:20114103,value:-1}]",2,2,0,0,0,2,0
20401022,20114103,2,"[{type:3,param:20114103,value:-1}]",4,2,2,0,2,2,0
20401023,20114103,3,"[{type:3,param:20114103,value:-1}]",4,4,2,2,2,4,0
20401024,20114103,4,"[{type:3,param:20114103,value:-1}]",4,4,4,2,4,4,2
20401025,20114103,5,"[{type:3,param:20114103,value:-1}]",6,4,4,4,4,4,4
20401026,20114103,6,"[{type:3,param:20114103,value:-1}]",8,6,4,4,4,6,4
20401027,20114103,7,"[{type:3,param:20114103,value:-1}]",10,6,6,4,6,6,4
20401028,20114103,8,"[{type:3,param:20114103,value:-1}]",10,8,6,6,6,8,4
20401029,20114103,9,"[{type:3,param:20114103,value:-1}]",10,8,8,6,6,8,6
20401030,20114103,10,"[{type:3,param:20114103,value:-1}]",12,8,8,8,8,8,8
20401031,20121604,1,"[{type:3,param:20121604,value:-1}]",2,2,0,0,0,2,0
20401032,20121604,2,"[{type:3,param:20121604,value:-1}]",4,2,2,0,2,2,0
20401033,20121604,3,"[{type:3,param:20121604,value:-1}]",4,4,2,2,2,4,0
20401034,20121604,4,"[{type:3,param:20121604,value:-1}]",4,4,4,2,4,4,2
20401035,20121604,5,"[{type:3,param:20121604,value:-1}]",6,4,4,4,4,4,4
20401036,20121604,6,"[{type:3,param:20121604,value:-1}]",8,6,4,4,4,6,4
20401037,20121604,7,"[{type:3,param:20121604,value:-1}]",10,6,6,4,6,6,4
20401038,20121604,8,"[{type:3,param:20121604,value:-1}]",10,8,6,6,6,8,4
20401039,20121604,9,"[{type:3,param:20121604,value:-1}]",10,8,8,6,6,8,6
20401040,20121604,10,"[{type:3,param:20121604,value:-1}]",12,8,8,8,8,8,8
20401041,20131604,1,"[{type:3,param:20131604,value:-1}]",2,2,0,0,0,2,0
20401042,20131604,2,"[{type:3,param:20131604,value:-1}]",4,2,2,0,2,2,0
20401043,20131604,3,"[{type:3,param:20131604,value:-1}]",4,4,2,2,2,4,0
20401044,20131604,4,"[{type:3,param:20131604,value:-1}]",4,4,4,2,4,4,2
20401045,20131604,5,"[{type:3,param:20131604,value:-1}]",6,4,4,4,4,4,4
20401046,20131604,6,"[{type:3,param:20131604,value:-1}]",8,6,4,4,4,6,4
20401047,20131604,7,"[{type:3,param:20131604,value:-1}]",10,6,6,4,6,6,4
20401048,20131604,8,"[{type:3,param:20131604,value:-1}]",10,8,6,6,6,8,4
20401049,20131604,9,"[{type:3,param:20131604,value:-1}]",10,8,8,6,6,8,6
20401050,20131604,10,"[{type:3,param:20131604,value:-1}]",12,8,8,8,8,8,8
20401051,20111701,1,"[{type:3,param:20111701,value:-1}]",2,2,0,0,0,2,0
20401052,20111701,2,"[{type:3,param:20111701,value:-1}]",4,2,2,0,2,2,0
20401053,20111701,3,"[{type:3,param:20111701,value:-1}]",4,4,2,2,2,4,0
20401054,20111701,4,"[{type:3,param:20111701,value:-1}]",4,4,4,2,4,4,2
20401055,20111701,5,"[{type:3,param:20111701,value:-1}]",6,4,4,4,4,4,4
20401056,20111701,6,"[{type:3,param:20111701,value:-1}]",8,6,4,4,4,6,4
20401057,20111701,7,"[{type:3,param:20111701,value:-1}]",10,6,6,4,6,6,4
20401058,20111701,8,"[{type:3,param:20111701,value:-1}]",10,8,6,6,6,8,4
20401059,20111701,9,"[{type:3,param:20111701,value:-1}]",10,8,8,6,6,8,6
20401060,20111701,10,"[{type:3,param:20111701,value:-1}]",12,8,8,8,8,8,8
20401061,20131605,1,"[{type:3,param:20131605,value:-1}]",2,2,0,0,0,2,0
20401062,20131605,2,"[{type:3,param:20131605,value:-1}]",4,2,2,0,2,2,0
20401063,20131605,3,"[{type:3,param:20131605,value:-1}]",4,4,2,2,2,4,0
20401064,20131605,4,"[{type:3,param:20131605,value:-1}]",4,4,4,2,4,4,2
20401065,20131605,5,"[{type:3,param:20131605,value:-1}]",6,4,4,4,4,4,4
20401066,20131605,6,"[{type:3,param:20131605,value:-1}]",8,6,4,4,4,6,4
20401067,20131605,7,"[{type:3,param:20131605,value:-1}]",10,6,6,4,6,6,4
20401068,20131605,8,"[{type:3,param:20131605,value:-1}]",10,8,6,6,6,8,4
20401069,20131605,9,"[{type:3,param:20131605,value:-1}]",10,8,8,6,6,8,6
20401070,20131605,10,"[{type:3,param:20131605,value:-1}]",12,8,8,8,8,8,8
20401071,20131606,1,"[{type:3,param:20131606,value:-1}]",2,2,0,0,0,2,0
20401072,20131606,2,"[{type:3,param:20131606,value:-1}]",4,2,2,0,2,2,0
20401073,20131606,3,"[{type:3,param:20131606,value:-1}]",4,4,2,2,2,4,0
20401074,20131606,4,"[{type:3,param:20131606,value:-1}]",4,4,4,2,4,4,2
20401075,20131606,5,"[{type:3,param:20131606,value:-1}]",6,4,4,4,4,4,4
20401076,20131606,6,"[{type:3,param:20131606,value:-1}]",8,6,4,4,4,6,4
20401077,20131606,7,"[{type:3,param:20131606,value:-1}]",10,6,6,4,6,6,4
20401078,20131606,8,"[{type:3,param:20131606,value:-1}]",10,8,6,6,6,8,4
20401079,20131606,9,"[{type:3,param:20131606,value:-1}]",10,8,8,6,6,8,6
20401080,20131606,10,"[{type:3,param:20131606,value:-1}]",12,8,8,8,8,8,8
20401081,20111601,1,"[{type:3,param:20111601,value:-1}]",2,2,0,0,0,2,0
20401082,20111601,2,"[{type:3,param:20111601,value:-1}]",4,2,2,0,2,2,0
20401083,20111601,3,"[{type:3,param:20111601,value:-1}]",4,4,2,2,2,4,0
20401084,20111601,4,"[{type:3,param:20111601,value:-1}]",4,4,4,2,4,4,2
20401085,20111601,5,"[{type:3,param:20111601,value:-1}]",6,4,4,4,4,4,4
20401086,20111601,6,"[{type:3,param:20111601,value:-1}]",8,6,4,4,4,6,4
20401087,20111601,7,"[{type:3,param:20111601,value:-1}]",10,6,6,4,6,6,4
20401088,20111601,8,"[{type:3,param:20111601,value:-1}]",10,8,6,6,6,8,4
20401089,20111601,9,"[{type:3,param:20111601,value:-1}]",10,8,8,6,6,8,6
20401090,20111601,10,"[{type:3,param:20111601,value:-1}]",12,8,8,8,8,8,8
20401091,20111602,1,"[{type:3,param:20111602,value:-1}]",2,2,0,0,0,2,0
20401092,20111602,2,"[{type:3,param:20111602,value:-1}]",4,2,2,0,2,2,0
20401093,20111602,3,"[{type:3,param:20111602,value:-1}]",4,4,2,2,2,4,0
20401094,20111602,4,"[{type:3,param:20111602,value:-1}]",4,4,4,2,4,4,2
20401095,20111602,5,"[{type:3,param:20111602,value:-1}]",6,4,4,4,4,4,4
20401096,20111602,6,"[{type:3,param:20111602,value:-1}]",8,6,4,4,4,6,4
20401097,20111602,7,"[{type:3,param:20111602,value:-1}]",10,6,6,4,6,6,4
20401098,20111602,8,"[{type:3,param:20111602,value:-1}]",10,8,6,6,6,8,4
20401099,20111602,9,"[{type:3,param:20111602,value:-1}]",10,8,8,6,6,8,6
20401100,20111602,10,"[{type:3,param:20111602,value:-1}]",12,8,8,8,8,8,8
20401101,20131607,1,"[{type:3,param:20131607,value:-1}]",2,2,0,0,0,2,0
20401102,20131607,2,"[{type:3,param:20131607,value:-1}]",4,2,2,0,2,2,0
20401103,20131607,3,"[{type:3,param:20131607,value:-1}]",4,4,2,2,2,4,0
20401104,20131607,4,"[{type:3,param:20131607,value:-1}]",4,4,4,2,4,4,2
20401105,20131607,5,"[{type:3,param:20131607,value:-1}]",6,4,4,4,4,4,4
20401106,20131607,6,"[{type:3,param:20131607,value:-1}]",8,6,4,4,4,6,4
20401107,20131607,7,"[{type:3,param:20131607,value:-1}]",10,6,6,4,6,6,4
20401108,20131607,8,"[{type:3,param:20131607,value:-1}]",10,8,6,6,6,8,4
20401109,20131607,9,"[{type:3,param:20131607,value:-1}]",10,8,8,6,6,8,6
20401110,20131607,10,"[{type:3,param:20131607,value:-1}]",12,8,8,8,8,8,8
20401111,20131608,1,"[{type:3,param:20131608,value:-1}]",2,2,0,0,0,2,0
20401112,20131608,2,"[{type:3,param:20131608,value:-1}]",4,2,2,0,2,2,0
20401113,20131608,3,"[{type:3,param:20131608,value:-1}]",4,4,2,2,2,4,0
20401114,20131608,4,"[{type:3,param:20131608,value:-1}]",4,4,4,2,4,4,2
20401115,20131608,5,"[{type:3,param:20131608,value:-1}]",6,4,4,4,4,4,4
20401116,20131608,6,"[{type:3,param:20131608,value:-1}]",8,6,4,4,4,6,4
20401117,20131608,7,"[{type:3,param:20131608,value:-1}]",10,6,6,4,6,6,4
20401118,20131608,8,"[{type:3,param:20131608,value:-1}]",10,8,6,6,6,8,4
20401119,20131608,9,"[{type:3,param:20131608,value:-1}]",10,8,8,6,6,8,6
20401120,20131608,10,"[{type:3,param:20131608,value:-1}]",12,8,8,8,8,8,8
20401121,20111603,1,"[{type:3,param:20111603,value:-1}]",2,2,0,0,0,2,0
20401122,20111603,2,"[{type:3,param:20111603,value:-1}]",4,2,2,0,2,2,0
20401123,20111603,3,"[{type:3,param:20111603,value:-1}]",4,4,2,2,2,4,0
20401124,20111603,4,"[{type:3,param:20111603,value:-1}]",4,4,4,2,4,4,2
20401125,20111603,5,"[{type:3,param:20111603,value:-1}]",6,4,4,4,4,4,4
20401126,20111603,6,"[{type:3,param:20111603,value:-1}]",8,6,4,4,4,6,4
20401127,20111603,7,"[{type:3,param:20111603,value:-1}]",10,6,6,4,6,6,4
20401128,20111603,8,"[{type:3,param:20111603,value:-1}]",10,8,6,6,6,8,4
20401129,20111603,9,"[{type:3,param:20111603,value:-1}]",10,8,8,6,6,8,6
20401130,20111603,10,"[{type:3,param:20111603,value:-1}]",12,8,8,8,8,8,8
20401131,20111604,1,"[{type:3,param:20111604,value:-1}]",2,2,0,0,0,2,0
20401132,20111604,2,"[{type:3,param:20111604,value:-1}]",4,2,2,0,2,2,0
20401133,20111604,3,"[{type:3,param:20111604,value:-1}]",4,4,2,2,2,4,0
20401134,20111604,4,"[{type:3,param:20111604,value:-1}]",4,4,4,2,4,4,2
20401135,20111604,5,"[{type:3,param:20111604,value:-1}]",6,4,4,4,4,4,4
20401136,20111604,6,"[{type:3,param:20111604,value:-1}]",8,6,4,4,4,6,4
20401137,20111604,7,"[{type:3,param:20111604,value:-1}]",10,6,6,4,6,6,4
20401138,20111604,8,"[{type:3,param:20111604,value:-1}]",10,8,6,6,6,8,4
20401139,20111604,9,"[{type:3,param:20111604,value:-1}]",10,8,8,6,6,8,6
20401140,20111604,10,"[{type:3,param:20111604,value:-1}]",12,8,8,8,8,8,8
20401141,20111605,1,"[{type:3,param:20111605,value:-1}]",2,2,0,0,0,2,0
20401142,20111605,2,"[{type:3,param:20111605,value:-1}]",4,2,2,0,2,2,0
20401143,20111605,3,"[{type:3,param:20111605,value:-1}]",4,4,2,2,2,4,0
20401144,20111605,4,"[{type:3,param:20111605,value:-1}]",4,4,4,2,4,4,2
20401145,20111605,5,"[{type:3,param:20111605,value:-1}]",6,4,4,4,4,4,4
20401146,20111605,6,"[{type:3,param:20111605,value:-1}]",8,6,4,4,4,6,4
20401147,20111605,7,"[{type:3,param:20111605,value:-1}]",10,6,6,4,6,6,4
20401148,20111605,8,"[{type:3,param:20111605,value:-1}]",10,8,6,6,6,8,4
20401149,20111605,9,"[{type:3,param:20111605,value:-1}]",10,8,8,6,6,8,6
20401150,20111605,10,"[{type:3,param:20111605,value:-1}]",12,8,8,8,8,8,8
20401151,20111606,1,"[{type:3,param:20111606,value:-1}]",2,2,0,0,0,2,0
20401152,20111606,2,"[{type:3,param:20111606,value:-1}]",4,2,2,0,2,2,0
20401153,20111606,3,"[{type:3,param:20111606,value:-1}]",4,4,2,2,2,4,0
20401154,20111606,4,"[{type:3,param:20111606,value:-1}]",4,4,4,2,4,4,2
20401155,20111606,5,"[{type:3,param:20111606,value:-1}]",6,4,4,4,4,4,4
20401156,20111606,6,"[{type:3,param:20111606,value:-1}]",8,6,4,4,4,6,4
20401157,20111606,7,"[{type:3,param:20111606,value:-1}]",10,6,6,4,6,6,4
20401158,20111606,8,"[{type:3,param:20111606,value:-1}]",10,8,6,6,6,8,4
20401159,20111606,9,"[{type:3,param:20111606,value:-1}]",10,8,8,6,6,8,6
20401160,20111606,10,"[{type:3,param:20111606,value:-1}]",12,8,8,8,8,8,8
20401161,20111607,1,"[{type:3,param:20111607,value:-1}]",2,2,0,0,0,2,0
20401162,20111607,2,"[{type:3,param:20111607,value:-1}]",4,2,2,0,2,2,0
20401163,20111607,3,"[{type:3,param:20111607,value:-1}]",4,4,2,2,2,4,0
20401164,20111607,4,"[{type:3,param:20111607,value:-1}]",4,4,4,2,4,4,2
20401165,20111607,5,"[{type:3,param:20111607,value:-1}]",6,4,4,4,4,4,4
20401166,20111607,6,"[{type:3,param:20111607,value:-1}]",8,6,4,4,4,6,4
20401167,20111607,7,"[{type:3,param:20111607,value:-1}]",10,6,6,4,6,6,4
20401168,20111607,8,"[{type:3,param:20111607,value:-1}]",10,8,6,6,6,8,4
20401169,20111607,9,"[{type:3,param:20111607,value:-1}]",10,8,8,6,6,8,6
20401170,20111607,10,"[{type:3,param:20111607,value:-1}]",12,8,8,8,8,8,8
20401171,20111608,1,"[{type:3,param:20111608,value:-1}]",2,2,0,0,0,2,0
20401172,20111608,2,"[{type:3,param:20111608,value:-1}]",4,2,2,0,2,2,0
20401173,20111608,3,"[{type:3,param:20111608,value:-1}]",4,4,2,2,2,4,0
20401174,20111608,4,"[{type:3,param:20111608,value:-1}]",4,4,4,2,4,4,2
20401175,20111608,5,"[{type:3,param:20111608,value:-1}]",6,4,4,4,4,4,4
20401176,20111608,6,"[{type:3,param:20111608,value:-1}]",8,6,4,4,4,6,4
20401177,20111608,7,"[{type:3,param:20111608,value:-1}]",10,6,6,4,6,6,4
20401178,20111608,8,"[{type:3,param:20111608,value:-1}]",10,8,6,6,6,8,4
20401179,20111608,9,"[{type:3,param:20111608,value:-1}]",10,8,8,6,6,8,6
20401180,20111608,10,"[{type:3,param:20111608,value:-1}]",12,8,8,8,8,8,8
20401181,20111609,1,"[{type:3,param:20111609,value:-1}]",2,2,0,0,0,2,0
20401182,20111609,2,"[{type:3,param:20111609,value:-1}]",4,2,2,0,2,2,0
20401183,20111609,3,"[{type:3,param:20111609,value:-1}]",4,4,2,2,2,4,0
20401184,20111609,4,"[{type:3,param:20111609,value:-1}]",4,4,4,2,4,4,2
20401185,20111609,5,"[{type:3,param:20111609,value:-1}]",6,4,4,4,4,4,4
20401186,20111609,6,"[{type:3,param:20111609,value:-1}]",8,6,4,4,4,6,4
20401187,20111609,7,"[{type:3,param:20111609,value:-1}]",10,6,6,4,6,6,4
20401188,20111609,8,"[{type:3,param:20111609,value:-1}]",10,8,6,6,6,8,4
20401189,20111609,9,"[{type:3,param:20111609,value:-1}]",10,8,8,6,6,8,6
20401190,20111609,10,"[{type:3,param:20111609,value:-1}]",12,8,8,8,8,8,8
20401191,20113601,1,"[{type:3,param:20113601,value:-1}]",2,2,0,0,0,2,0
20401192,20113601,2,"[{type:3,param:20113601,value:-1}]",4,2,2,0,2,2,0
20401193,20113601,3,"[{type:3,param:20113601,value:-1}]",4,4,2,2,2,4,0
20401194,20113601,4,"[{type:3,param:20113601,value:-1}]",4,4,4,2,4,4,2
20401195,20113601,5,"[{type:3,param:20113601,value:-1}]",6,4,4,4,4,4,4
20401196,20113601,6,"[{type:3,param:20113601,value:-1}]",8,6,4,4,4,6,4
20401197,20113601,7,"[{type:3,param:20113601,value:-1}]",10,6,6,4,6,6,4
20401198,20113601,8,"[{type:3,param:20113601,value:-1}]",10,8,6,6,6,8,4
20401199,20113601,9,"[{type:3,param:20113601,value:-1}]",10,8,8,6,6,8,6
20401200,20113601,10,"[{type:3,param:20113601,value:-1}]",12,8,8,8,8,8,8
