"进阶id{id,int}(idx)","角色id{hcid,int}(num,hcid)","阶级{grade,int}(num,grade)","角色等级限制{levelLimit,int}(num,levelLimit)","生命(num,lf){lf,int}","物理攻击(num,ptk){ptk,int}","魔法攻击(num,stk){stk,int}","物理防御(num,pdf){pdf,int}","魔法防御(num,sdf){sdf,int}","进阶货币消耗{upGradeCost,json_func}(json,upGradeCost)","道具id1{goodsId1,int}(num,goodsId1)","道具数量1{goodsNum1,int}(num,goodsNum1)","道具id2{goodsId2,int}(num,goodsId2)","道具数量2{goodsNum2,int}(num,goodsNum2)","道具id3{goodsId3,int}(num,goodsId3)","道具数量3{goodsNum3,int}(num,goodsNum3)","道具id4{goodsId4,int}(num,goodsId4)","道具数量4{goodsNum4,int}(num,goodsNum4)",
624,21000039,15,65,16162,0,4699,1282,1566,"{type:4,param:80400001,value:-253900}",56000007,1,56000008,1,56000009,1,56000007,1,
625,21000040,0,1,0,0,0,0,0,,56000007,1,56000009,1,56000008,1,56000010,1,
626,21000040,1,1,523,0,161,42,53,"{type:4,param:80400001,value:-500}",56000010,1,56000009,1,56000007,1,56000009,1,
627,21000040,2,5,1045,0,323,83,107,"{type:4,param:80400001,value:-1000}",56000008,1,56000010,1,56000007,1,56000009,1,
628,21000040,3,5,1568,0,484,125,160,"{type:4,param:80400001,value:-3100}",56000010,1,56000008,1,56000010,1,56000008,1,
629,21000040,4,10,2614,0,807,208,267,"{type:4,param:80400001,value:-7200}",56000007,1,56000009,1,56000008,1,56000010,1,
630,21000040,5,15,3398,0,1049,270,347,"{type:4,param:80400001,value:-13700}",56000008,1,56000008,1,56000010,1,56000007,1,
631,21000040,6,20,4182,0,1291,332,427,"{type:4,param:80400001,value:-22800}",56000007,1,56000009,1,56000007,1,56000009,1,
632,21000040,7,25,4966,0,1533,395,507,"{type:4,param:80400001,value:-34800}",56000007,1,56000010,1,56000008,1,56000010,1,
633,21000040,8,30,6534,0,2017,519,667,"{type:4,param:80400001,value:-49900}",56000009,1,56000008,1,56000007,1,56000008,1,
634,21000040,9,35,7580,0,2340,602,774,"{type:4,param:80400001,value:-68100}",56000010,1,56000010,1,56000007,1,56000010,1,
635,21000040,10,40,8625,0,2663,685,881,"{type:4,param:80400001,value:-89800}",56000007,1,56000010,1,56000009,1,56000010,1,
636,21000040,11,45,9670,0,2986,768,988,"{type:4,param:80400001,value:-115000}",56000009,1,56000010,1,56000009,1,56000007,1,
637,21000040,12,50,11761,0,3631,935,1202,"{type:4,param:80400001,value:-143900}",56000007,1,56000009,1,56000007,1,56000008,1,
638,21000040,13,55,13068,0,4035,1038,1335,"{type:4,param:80400001,value:-176600}",56000008,1,56000010,1,56000008,1,56000010,1,
639,21000040,14,60,14375,0,4438,1142,1468,"{type:4,param:80400001,value:-213300}",56000010,1,56000010,1,56000008,1,56000010,1,
640,21000040,15,65,15682,0,4842,1246,1602,"{type:4,param:80400001,value:-253900}",56000010,1,56000008,1,56000009,1,56000007,1,
641,21000041,0,1,0,0,0,0,0,,56000008,1,56000009,1,56000008,1,56000010,1,
642,21000041,1,1,417,221,0,42,32,"{type:4,param:80400001,value:-500}",56000010,1,56000009,1,56000010,1,56000008,1,
643,21000041,2,5,834,442,0,84,65,"{type:4,param:80400001,value:-1000}",56000008,1,56000009,1,56000007,1,56000009,1,
644,21000041,3,5,1251,664,0,127,97,"{type:4,param:80400001,value:-3100}",56000009,1,56000007,1,56000010,1,56000008,1,
645,21000041,4,10,2086,1106,0,211,161,"{type:4,param:80400001,value:-7200}",56000010,1,56000010,1,56000008,1,56000009,1,
646,21000041,5,15,2711,1438,0,275,210,"{type:4,param:80400001,value:-13700}",56000010,1,56000008,1,56000009,1,56000007,1,
647,21000041,6,20,3337,1769,0,338,258,"{type:4,param:80400001,value:-22800}",56000008,1,56000010,1,56000007,1,56000009,1,
648,21000041,7,25,3963,2101,0,401,307,"{type:4,param:80400001,value:-34800}",56000009,1,56000010,1,56000008,1,56000007,1,
649,21000041,8,30,5214,2765,0,528,403,"{type:4,param:80400001,value:-49900}",56000009,1,56000009,1,56000010,1,56000008,1,
650,21000041,9,35,6048,3207,0,612,468,"{type:4,param:80400001,value:-68100}",56000007,1,56000009,1,56000008,1,56000010,1,
651,21000041,10,40,6882,3649,0,697,532,"{type:4,param:80400001,value:-89800}",56000009,1,56000010,1,56000009,1,56000007,1,
652,21000041,11,45,7717,4092,0,781,597,"{type:4,param:80400001,value:-115000}",56000008,1,56000007,1,56000008,1,56000007,1,
653,21000041,12,50,9385,4976,0,950,726,"{type:4,param:80400001,value:-143900}",56000007,1,56000008,1,56000007,1,56000009,1,
654,21000041,13,55,10428,5529,0,1056,807,"{type:4,param:80400001,value:-176600}",56000008,1,56000009,1,56000007,1,56000010,1,
655,21000041,14,60,11471,6082,0,1162,887,"{type:4,param:80400001,value:-213300}",56000008,1,56000010,1,56000007,1,56000009,1,
656,21000041,15,65,12514,6635,0,1267,968,"{type:4,param:80400001,value:-253900}",56000010,1,56000008,1,56000008,1,56000008,1,
657,21000042,0,1,0,0,0,0,0,,56000007,1,56000009,1,56000008,1,56000010,1,
658,21000042,1,1,413,217,0,42,33,"{type:4,param:80400001,value:-500}",56000007,1,56000009,1,56000007,1,56000009,1,
659,21000042,2,5,826,434,0,83,67,"{type:4,param:80400001,value:-1000}",56000008,1,56000010,1,56000008,1,56000010,1,
660,21000042,3,5,1239,651,0,125,100,"{type:4,param:80400001,value:-3100}",56000009,1,56000008,1,56000010,1,56000007,1,
661,21000042,4,10,2065,1085,0,208,167,"{type:4,param:80400001,value:-7200}",56000010,1,56000010,1,56000007,1,56000009,1,
662,21000042,5,15,2685,1411,0,271,217,"{type:4,param:80400001,value:-13700}",56000010,1,56000008,1,56000010,1,56000008,1,
663,21000042,6,20,3304,1737,0,333,268,"{type:4,param:80400001,value:-22800}",56000010,1,56000010,1,56000007,1,56000009,1,
664,21000042,7,25,3924,2062,0,396,318,"{type:4,param:80400001,value:-34800}",56000007,1,56000010,1,56000009,1,56000010,1,
665,21000042,8,30,5163,2713,0,521,418,"{type:4,param:80400001,value:-49900}",56000010,1,56000008,1,56000010,1,56000008,1,
666,21000042,9,35,5989,3147,0,604,485,"{type:4,param:80400001,value:-68100}",56000008,1,56000009,1,56000008,1,56000010,1,
667,21000042,10,40,6815,3582,0,687,552,"{type:4,param:80400001,value:-89800}",56000008,1,56000007,1,56000009,1,56000010,1,
668,21000042,11,45,7641,4016,0,771,619,"{type:4,param:80400001,value:-115000}",56000009,1,56000010,1,56000009,1,56000010,1,
669,21000042,12,50,9293,4884,0,937,752,"{type:4,param:80400001,value:-143900}",56000007,1,56000009,1,56000007,1,56000009,1,
670,21000042,13,55,10325,5427,0,1041,836,"{type:4,param:80400001,value:-176600}",56000008,1,56000010,1,56000008,1,56000010,1,
671,21000042,14,60,11358,5969,0,1145,920,"{type:4,param:80400001,value:-213300}",56000010,1,56000010,1,56000008,1,56000009,1,
672,21000042,15,65,12390,6512,0,1250,1003,"{type:4,param:80400001,value:-253900}",56000008,1,56000009,1,56000008,1,56000007,1,
673,21000043,0,1,0,0,0,0,0,,56000008,1,56000009,1,56000007,1,56000010,1,
674,21000043,1,1,417,0,212,33,40,"{type:4,param:80400001,value:-500}",56000010,1,56000008,1,56000010,1,56000008,1,
675,21000043,2,5,834,0,425,67,81,"{type:4,param:80400001,value:-1000}",56000007,1,56000010,1,56000008,1,56000010,1,
676,21000043,3,5,1251,0,637,100,121,"{type:4,param:80400001,value:-3100}",56000010,1,56000007,1,56000009,1,56000008,1,
677,21000043,4,10,2086,0,1062,167,202,"{type:4,param:80400001,value:-7200}",56000008,1,56000009,1,56000008,1,56000010,1,
678,21000043,5,15,2711,0,1380,217,263,"{type:4,param:80400001,value:-13700}",56000009,1,56000007,1,56000010,1,56000007,1,
679,21000043,6,20,3337,0,1699,268,324,"{type:4,param:80400001,value:-22800}",56000010,1,56000010,1,56000007,1,56000009,1,
680,21000043,7,25,3963,0,2018,318,385,"{type:4,param:80400001,value:-34800}",56000008,1,56000010,1,56000008,1,56000007,1,
681,21000043,8,30,5214,0,2655,418,506,"{type:4,param:80400001,value:-49900}",56000009,1,56000008,1,56000007,1,56000009,1,
682,21000043,9,35,6048,0,3079,485,587,"{type:4,param:80400001,value:-68100}",56000009,1,56000010,1,56000007,1,56000009,1,
683,21000043,10,40,6882,0,3504,552,668,"{type:4,param:80400001,value:-89800}",56000008,1,56000007,1,56000008,1,56000007,1,
684,21000043,11,45,7717,0,3929,619,749,"{type:4,param:80400001,value:-115000}",56000009,1,56000007,1,56000008,1,56000007,1,
685,21000043,12,50,9385,0,4778,752,911,"{type:4,param:80400001,value:-143900}",56000007,1,56000009,1,56000007,1,56000008,1,
686,21000043,13,55,10428,0,5309,836,1012,"{type:4,param:80400001,value:-176600}",56000007,1,56000010,1,56000007,1,56000010,1,
687,21000043,14,60,11471,0,5840,920,1113,"{type:4,param:80400001,value:-213300}",56000008,1,56000009,1,56000008,1,56000009,1,
688,21000043,15,65,12514,0,6371,1003,1214,"{type:4,param:80400001,value:-253900}",56000010,1,56000010,1,56000007,1,56000007,1,
689,21000044,0,1,0,0,0,0,0,,56000008,1,56000009,1,56000008,1,56000009,1,
690,21000044,1,1,613,93,0,62,50,"{type:4,param:80400001,value:-500}",56000010,1,56000008,1,56000007,1,56000008,1,
691,21000044,2,5,1226,185,0,123,101,"{type:4,param:80400001,value:-1000}",56000008,1,56000010,1,56000008,1,56000009,1,
692,21000044,3,5,1839,278,0,185,151,"{type:4,param:80400001,value:-3100}",56000010,1,56000008,1,56000010,1,56000008,1,
693,21000044,4,10,3065,463,0,308,252,"{type:4,param:80400001,value:-7200}",56000007,1,56000010,1,56000008,1,56000010,1,
694,21000044,5,15,3985,603,0,400,328,"{type:4,param:80400001,value:-13700}",56000009,1,56000008,1,56000009,1,56000008,1,
695,21000044,6,20,4905,742,0,493,404,"{type:4,param:80400001,value:-22800}",56000008,1,56000010,1,56000007,1,56000010,1,
696,21000044,7,25,5824,881,0,585,479,"{type:4,param:80400001,value:-34800}",56000009,1,56000007,1,56000008,1,56000007,1,
697,21000044,8,30,7663,1159,0,770,631,"{type:4,param:80400001,value:-49900}",56000010,1,56000008,1,56000010,1,56000009,1,
698,21000044,9,35,8889,1344,0,893,732,"{type:4,param:80400001,value:-68100}",56000009,1,56000009,1,56000007,1,56000009,1,
699,21000044,10,40,10116,1529,0,1016,832,"{type:4,param:80400001,value:-89800}",56000007,1,56000010,1,56000008,1,56000010,1,
700,21000044,11,45,11342,1715,0,1140,933,"{type:4,param:80400001,value:-115000}",56000008,1,56000007,1,56000008,1,56000007,1,
701,21000044,12,50,13794,2086,0,1386,1135,"{type:4,param:80400001,value:-143900}",56000007,1,56000009,1,56000007,1,56000009,1,
702,21000044,13,55,15327,2317,0,1540,1261,"{type:4,param:80400001,value:-176600}",56000008,1,56000010,1,56000008,1,56000010,1,
703,21000044,14,60,16859,2549,0,1694,1387,"{type:4,param:80400001,value:-213300}",56000008,1,56000009,1,56000008,1,56000009,1,
704,21000044,15,65,18392,2781,0,1848,1514,"{type:4,param:80400001,value:-253900}",56000008,1,56000010,1,56000008,1,56000008,1,
705,21000045,0,1,0,0,0,0,0,,56000007,1,56000010,1,56000008,1,56000009,1,
706,21000045,1,1,511,0,157,41,50,"{type:4,param:80400001,value:-500}",56000007,1,56000009,1,56000007,1,56000009,1,
707,21000045,2,5,1022,0,313,82,101,"{type:4,param:80400001,value:-1000}",56000007,1,56000009,1,56000008,1,56000010,1,
708,21000045,3,5,1533,0,470,123,151,"{type:4,param:80400001,value:-3100}",56000009,1,56000007,1,56000009,1,56000008,1,
709,21000045,4,10,2555,0,783,205,252,"{type:4,param:80400001,value:-7200}",56000007,1,56000009,1,56000008,1,56000010,1,
710,21000045,5,15,3321,0,1018,267,328,"{type:4,param:80400001,value:-13700}",56000009,1,56000008,1,56000009,1,56000008,1,
711,21000045,6,20,4088,0,1253,329,404,"{type:4,param:80400001,value:-22800}",56000008,1,56000010,1,56000007,1,56000009,1,
712,21000045,7,25,4854,0,1488,390,479,"{type:4,param:80400001,value:-34800}",56000009,1,56000010,1,56000008,1,56000007,1,
713,21000045,8,30,6387,0,1958,513,631,"{type:4,param:80400001,value:-49900}",56000008,1,56000008,1,56000007,1,56000008,1,
714,21000045,9,35,7409,0,2271,595,732,"{type:4,param:80400001,value:-68100}",56000009,1,56000009,1,56000008,1,56000010,1,
715,21000045,10,40,8431,0,2585,678,832,"{type:4,param:80400001,value:-89800}",56000007,1,56000010,1,56000008,1,56000010,1,
716,21000045,11,45,9453,0,2898,760,933,"{type:4,param:80400001,value:-115000}",56000008,1,56000010,1,56000009,1,56000007,1,
717,21000045,12,50,11497,0,3524,924,1135,"{type:4,param:80400001,value:-143900}",56000007,1,56000008,1,56000007,1,56000008,1,
718,21000045,13,55,12775,0,3916,1027,1261,"{type:4,param:80400001,value:-176600}",56000007,1,56000010,1,56000007,1,56000009,1,
719,21000045,14,60,14052,0,4308,1129,1387,"{type:4,param:80400001,value:-213300}",56000007,1,56000010,1,56000007,1,56000010,1,
720,21000045,15,65,15330,0,4699,1232,1514,"{type:4,param:80400001,value:-253900}",56000008,1,56000008,1,56000007,1,56000007,1,
721,21000046,0,1,0,0,0,0,0,,56000007,1,56000010,1,56000007,1,56000010,1,
722,21000046,1,1,408,212,0,41,32,"{type:4,param:80400001,value:-500}",56000010,1,56000009,1,56000010,1,56000008,1,
723,21000046,2,5,815,423,0,81,65,"{type:4,param:80400001,value:-1000}",56000008,1,56000010,1,56000007,1,56000010,1,
724,21000046,3,5,1223,635,0,122,97,"{type:4,param:80400001,value:-3100}",56000009,1,56000008,1,56000010,1,56000007,1,
725,21000046,4,10,2039,1058,0,203,162,"{type:4,param:80400001,value:-7200}",56000010,1,56000010,1,56000008,1,56000009,1,
726,21000046,5,15,2650,1376,0,264,211,"{type:4,param:80400001,value:-13700}",56000010,1,56000008,1,56000009,1,56000007,1,
727,21000046,6,20,3262,1694,0,325,260,"{type:4,param:80400001,value:-22800}",56000010,1,56000010,1,56000007,1,56000009,1,
728,21000046,7,25,3874,2011,0,386,309,"{type:4,param:80400001,value:-34800}",56000007,1,56000010,1,56000008,1,56000007,1,
729,21000046,8,30,5097,2646,0,507,406,"{type:4,param:80400001,value:-49900}",56000008,1,56000008,1,56000010,1,56000008,1,
730,21000046,9,35,5912,3070,0,589,471,"{type:4,param:80400001,value:-68100}",56000008,1,56000010,1,56000008,1,56000009,1,
731,21000046,10,40,6728,3493,0,670,536,"{type:4,param:80400001,value:-89800}",56000008,1,56000010,1,56000008,1,56000007,1,
732,21000046,11,45,7543,3916,0,751,601,"{type:4,param:80400001,value:-115000}",56000009,1,56000010,1,56000009,1,56000007,1,
733,21000046,12,50,9174,4763,0,914,731,"{type:4,param:80400001,value:-143900}",56000010,1,56000008,1,56000010,1,56000008,1,
734,21000046,13,55,10194,5293,0,1015,812,"{type:4,param:80400001,value:-176600}",56000008,1,56000010,1,56000008,1,56000009,1,
735,21000046,14,60,11213,5822,0,1116,893,"{type:4,param:80400001,value:-213300}",56000010,1,56000010,1,56000008,1,56000010,1,
736,21000046,15,65,12232,6351,0,1218,974,"{type:4,param:80400001,value:-253900}",56000007,1,56000009,1,56000008,1,56000008,1,
737,21000047,0,1,0,0,0,0,0,,56000007,1,56000009,1,56000008,1,56000009,1,
738,21000047,1,1,400,208,0,41,32,"{type:4,param:80400001,value:-500}",56000010,1,56000009,1,56000007,1,56000009,1,
739,21000047,2,5,799,415,0,81,64,"{type:4,param:80400001,value:-1000}",56000008,1,56000010,1,56000007,1,56000010,1,
740,21000047,3,5,1199,623,0,122,96,"{type:4,param:80400001,value:-3100}",56000010,1,56000008,1,56000009,1,56000007,1,
741,21000047,4,10,1998,1038,0,203,159,"{type:4,param:80400001,value:-7200}",56000008,1,56000010,1,56000007,1,56000010,1,
742,21000047,5,15,2598,1350,0,264,207,"{type:4,param:80400001,value:-13700}",56000010,1,56000008,1,56000009,1,56000007,1,
743,21000047,6,20,3197,1661,0,325,255,"{type:4,param:80400001,value:-22800}",56000007,1,56000010,1,56000007,1,56000009,1,
744,21000047,7,25,3796,1973,0,386,303,"{type:4,param:80400001,value:-34800}",56000009,1,56000007,1,56000009,1,56000007,1,
745,21000047,8,30,4995,2595,0,507,399,"{type:4,param:80400001,value:-49900}",56000008,1,56000008,1,56000010,1,56000008,1,
746,21000047,9,35,5795,3011,0,589,463,"{type:4,param:80400001,value:-68100}",56000007,1,56000010,1,56000008,1,56000009,1,
747,21000047,10,40,6594,3426,0,670,526,"{type:4,param:80400001,value:-89800}",56000009,1,56000010,1,56000009,1,56000007,1,
748,21000047,11,45,7393,3841,0,751,590,"{type:4,param:80400001,value:-115000}",56000008,1,56000007,1,56000009,1,56000007,1,
749,21000047,12,50,8991,4672,0,914,718,"{type:4,param:80400001,value:-143900}",56000007,1,56000009,1,56000007,1,56000008,1,
750,21000047,13,55,9991,5191,0,1015,798,"{type:4,param:80400001,value:-176600}",56000008,1,56000009,1,56000008,1,56000009,1,
751,21000047,14,60,10990,5710,0,1116,877,"{type:4,param:80400001,value:-213300}",56000007,1,56000009,1,56000007,1,56000010,1,
752,21000047,15,65,11989,6229,0,1218,957,"{type:4,param:80400001,value:-253900}",56000010,1,56000008,1,56000008,1,56000010,1,
753,21000048,0,1,0,0,0,0,0,,56000008,1,56000010,1,56000007,1,56000010,1,
754,21000048,1,1,396,0,210,33,41,"{type:4,param:80400001,value:-500}",56000007,1,56000008,1,56000010,1,56000009,1,
755,21000048,2,5,791,0,420,66,81,"{type:4,param:80400001,value:-1000}",56000007,1,56000009,1,56000008,1,56000009,1,
756,21000048,3,5,1187,0,630,99,122,"{type:4,param:80400001,value:-3100}",56000009,1,56000008,1,56000010,1,56000008,1,
757,21000048,4,10,1978,0,1050,165,203,"{type:4,param:80400001,value:-7200}",56000008,1,56000009,1,56000008,1,56000009,1,
758,21000048,5,15,2571,0,1365,215,264,"{type:4,param:80400001,value:-13700}",56000010,1,56000007,1,56000009,1,56000007,1,
759,21000048,6,20,3164,0,1680,264,325,"{type:4,param:80400001,value:-22800}",56000007,1,56000009,1,56000008,1,56000010,1,
760,21000048,7,25,3758,0,1995,314,386,"{type:4,param:80400001,value:-34800}",56000007,1,56000010,1,56000009,1,56000010,1,
761,21000048,8,30,4944,0,2624,413,507,"{type:4,param:80400001,value:-49900}",56000008,1,56000008,1,56000010,1,56000009,1,
762,21000048,9,35,5736,0,3044,479,589,"{type:4,param:80400001,value:-68100}",56000010,1,56000010,1,56000008,1,56000009,1,
763,21000048,10,40,6527,0,3464,545,670,"{type:4,param:80400001,value:-89800}",56000008,1,56000007,1,56000008,1,56000007,1,
764,21000048,11,45,7318,0,3884,612,751,"{type:4,param:80400001,value:-115000}",56000009,1,56000007,1,56000009,1,56000007,1,
765,21000048,12,50,8900,0,4724,744,914,"{type:4,param:80400001,value:-143900}",56000010,1,56000009,1,56000010,1,56000008,1,
766,21000048,13,55,9889,0,5249,827,1015,"{type:4,param:80400001,value:-176600}",56000007,1,56000009,1,56000008,1,56000010,1,
767,21000048,14,60,10878,0,5774,909,1116,"{type:4,param:80400001,value:-213300}",56000010,1,56000009,1,56000007,1,56000009,1,
768,21000048,15,65,11867,0,6299,992,1218,"{type:4,param:80400001,value:-253900}",56000009,1,56000010,1,56000008,1,56000008,1,
769,21000049,0,1,0,0,0,0,0,,56000008,1,56000010,1,56000008,1,56000010,1,
770,21000049,1,1,618,92,0,60,49,"{type:4,param:80400001,value:-500}",56000010,1,56000008,1,56000010,1,56000009,1,
771,21000049,2,5,1235,183,0,119,97,"{type:4,param:80400001,value:-1000}",56000008,1,56000010,1,56000008,1,56000010,1,
772,21000049,3,5,1853,275,0,179,146,"{type:4,param:80400001,value:-3100}",56000010,1,56000008,1,56000010,1,56000008,1,
773,21000049,4,10,3088,458,0,299,244,"{type:4,param:80400001,value:-7200}",56000010,1,56000009,1,56000008,1,56000009,1,
774,21000049,5,15,4015,596,0,388,317,"{type:4,param:80400001,value:-13700}",56000009,1,56000008,1,56000010,1,56000007,1,
775,21000049,6,20,4942,733,0,478,390,"{type:4,param:80400001,value:-22800}",56000008,1,56000010,1,56000008,1,56000010,1,
776,21000049,7,25,5868,871,0,568,463,"{type:4,param:80400001,value:-34800}",56000009,1,56000007,1,56000009,1,56000010,1,
777,21000049,8,30,7721,1145,0,747,609,"{type:4,param:80400001,value:-49900}",56000007,1,56000008,1,56000007,1,56000009,1,
778,21000049,9,35,8957,1329,0,866,706,"{type:4,param:80400001,value:-68100}",56000010,1,56000009,1,56000008,1,56000010,1,
779,21000049,10,40,10192,1512,0,986,804,"{type:4,param:80400001,value:-89800}",56000008,1,56000010,1,56000009,1,56000010,1,
780,21000049,11,45,11427,1695,0,1105,901,"{type:4,param:80400001,value:-115000}",56000009,1,56000007,1,56000008,1,56000007,1,
781,21000049,12,50,13898,2062,0,1344,1096,"{type:4,param:80400001,value:-143900}",56000007,1,56000009,1,56000007,1,56000008,1,
782,21000049,13,55,15443,2291,0,1494,1218,"{type:4,param:80400001,value:-176600}",56000008,1,56000009,1,56000008,1,56000009,1,
783,21000049,14,60,16987,2520,0,1643,1340,"{type:4,param:80400001,value:-213300}",56000007,1,56000010,1,56000008,1,56000009,1,
784,21000049,15,65,18531,2749,0,1792,1462,"{type:4,param:80400001,value:-253900}",56000007,1,56000010,1,56000008,1,56000007,1,
785,21000050,0,1,0,0,0,0,0,,56000008,1,56000010,1,56000008,1,56000010,1,
786,21000050,1,1,514,0,151,41,50,"{type:4,param:80400001,value:-500}",56000010,1,56000008,1,56000010,1,56000009,1,
787,21000050,2,5,1029,0,303,81,101,"{type:4,param:80400001,value:-1000}",56000008,1,56000010,1,56000008,1,56000010,1,
788,21000050,3,5,1543,0,454,122,151,"{type:4,param:80400001,value:-3100}",56000010,1,56000008,1,56000010,1,56000008,1,
789,21000050,4,10,2572,0,757,203,252,"{type:4,param:80400001,value:-7200}",56000010,1,56000009,1,56000008,1,56000009,1,
790,21000050,5,15,3344,0,984,264,328,"{type:4,param:80400001,value:-13700}",56000009,1,56000008,1,56000010,1,56000007,1,
791,21000050,6,20,4116,0,1211,325,404,"{type:4,param:80400001,value:-22800}",56000008,1,56000010,1,56000008,1,56000010,1,
792,21000050,7,25,4887,0,1438,386,479,"{type:4,param:80400001,value:-34800}",56000009,1,56000007,1,56000009,1,56000010,1,
793,21000050,8,30,6431,0,1892,507,631,"{type:4,param:80400001,value:-49900}",56000007,1,56000008,1,56000007,1,56000009,1,
794,21000050,9,35,7460,0,2195,589,732,"{type:4,param:80400001,value:-68100}",56000010,1,56000009,1,56000008,1,56000010,1,
795,21000050,10,40,8489,0,2498,670,833,"{type:4,param:80400001,value:-89800}",56000008,1,56000010,1,56000009,1,56000010,1,
796,21000050,11,45,9517,0,2801,751,934,"{type:4,param:80400001,value:-115000}",56000009,1,56000007,1,56000008,1,56000007,1,
797,21000050,12,50,11575,0,3406,914,1135,"{type:4,param:80400001,value:-143900}",56000007,1,56000009,1,56000007,1,56000008,1,
798,21000050,13,55,12862,0,3785,1015,1262,"{type:4,param:80400001,value:-176600}",56000008,1,56000009,1,56000008,1,56000009,1,
799,21000050,14,60,14148,0,4163,1116,1388,"{type:4,param:80400001,value:-213300}",56000007,1,56000010,1,56000008,1,56000009,1,
800,21000050,15,65,15434,0,4541,1218,1514,"{type:4,param:80400001,value:-253900}",56000007,1,56000010,1,56000008,1,56000007,1,
