"技能id{id,int}(id,number)","技能名称(name,string)","技能描述(description,string)","前置技能1{pre_1_id,int}(pre_skill_1,number)","前置技能2{pre_2_id,int}(pre_skill_2,number)","技能图标(icon,string)","技能类型{type,int}(type,number)","开启SP消耗{need_sp,int}(sp_cost,number)","效果目标1{effect_1_targets, int}(target_1,number)","效果条件组1{effect_1_conditions, ints}(condition_1,array)","效果id组1{effects_1,ints}(buff_id_1,array)","效果触发点组1{effect_1_trigger_points,ints}(trigger_1,array|number)","效果生效点组1{effect_1_take_effects, ints}(execute_1,array)","持续类型组1(continue_1,array){continue_1,ints}","效果目标2{effect_2_targets, int}(target_2,number)","效果条件组2{effect_2_conditions, ints}(condition_2,array)","效果id组2{effects_2,ints}(buff_id_2,array)","效果触发点组2{effect_2_trigger_points,ints}(trigger_2,array)","效果生效点组2{effect_2_take_effects, ints}(execute_2,array)","持续类型组2(continue_2,array){continue_2,ints}","效果目标3{effect_3_targets, int}(target_3,number)","效果条件组3{effect_3_conditions, ints}(condition_3,array)","效果id组3{effects_3,ints}(buff_id_3,array)","效果触发点组3{effect_3_trigger_points,ints}(trigger_3,array)","效果生效点组3{effect_3_take_effects, ints}(execute_3,array)","持续类型组3(continue_3,array){continue_3,ints}","装备颜色&武器编码组{limit_weapons, ints}(career_limit,array)","装备兵种编码{limit_arms, ints}(arms_limit,array)",限制条件描述
21520067,破剑者2,若敌人的武器类型为剑，且自身HP高于70%时，自身必定可以进行追击，但敌方无法追击,21520066,0,,5,100,2,"{22151001,22110012}",{22210001},{23},{23},{1},1,"{22151001,22110012}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,3,4,5,7,8,9,11,12,13,15,16,17,19,20,22,23,24,25,27,28,29,31,32}","{1,2,3,4}",非绿色
21520068,破剑者3,若敌人的武器类型为剑，且自身HP高于50%时，自身必定可以进行追击，但敌方无法追击,21520067,0,,5,200,2,"{22151001,22110011}",{22210001},{23},{23},{1},1,"{22151001,22110011}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,3,4,5,7,8,9,11,12,13,15,16,17,19,20,22,23,24,25,27,28,29,31,32}","{1,2,3,4}",非绿色
21520069,破枪者1,若敌人的武器类型为枪，且自身HP高于90%时，自身必定可以进行追击，但敌方无法追击,0,0,,5,50,2,"{22152001,22110015}",{22210001},{23},{23},{1},1,"{22152001,22110015}",{22212001},{23},{23},{},0,{},{},{},{},{},"{2,3,4,6,7,8,10,11,12,14,15,16,18,19,20,22,23,24,26,27,28,30,31,32}","{1,2,3,4}",非红色
21520070,破枪者2,若敌人的武器类型为枪，且自身HP高于70%时，自身必定可以进行追击，但敌方无法追击,21520069,0,,5,100,2,"{22152001,22110012}",{22210001},{23},{23},{1},1,"{22152001,22110012}",{22212001},{23},{23},{},0,{},{},{},{},{},"{2,3,4,6,7,8,10,11,12,14,15,16,18,19,20,22,23,24,26,27,28,30,31,32}","{1,2,3,4}",非红色
21520071,破枪者3,若敌人的武器类型为枪，且自身HP高于50%时，自身必定可以进行追击，但敌方无法追击,21520070,0,,5,200,2,"{22152001,22110011}",{22210001},{23},{23},{1},1,"{22152001,22110011}",{22212001},{23},{23},{},0,{},{},{},{},{},"{2,3,4,6,7,8,10,11,12,14,15,16,18,19,20,22,23,24,26,27,28,30,31,32}","{1,2,3,4}",非红色
21520072,破斧者1,若敌人的武器类型为斧，且自身HP高于90%时，自身必定可以进行追击，但敌方无法追击,0,0,,5,50,2,"{22153001,22110015}",{22210001},{23},{23},{1},1,"{22153001,22110015}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,4,5,6,8,9,10,12,13,14,16,17,18,20,21,22,24,25,26,28,29,30,32}","{1,2,3,4}",非蓝色
21520073,破斧者2,若敌人的武器类型为斧，且自身HP高于70%时，自身必定可以进行追击，但敌方无法追击,21520072,0,,5,100,2,"{22153001,22110012}",{22210001},{23},{23},{1},1,"{22153001,22110012}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,4,5,6,8,9,10,12,13,14,16,17,18,20,21,22,24,25,26,28,29,30,32}","{1,2,3,4}",非蓝色
21520074,破斧者3,若敌人的武器类型为斧，且自身HP高于50%时，自身必定可以进行追击，但敌方无法追击,21520073,0,,5,200,2,"{22153001,22110011}",{22210001},{23},{23},{1},1,"{22153001,22110011}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,4,5,6,8,9,10,12,13,14,16,17,18,20,21,22,24,25,26,28,29,30,32}","{1,2,3,4}",非蓝色
21520075,破赤魔者1,若敌人的武器类型为赤魔，且自身HP高于90%时，自身必定可以进行追击，但敌方无法追击,0,0,,5,50,2,"{22155001,22110015}",{22210001},{23},{23},{1},1,"{22155001,22110015}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,3,4,5,7,8,9,11,12,13,15,16,17,19,20,22,23,24,25,27,28,29,31,32}","{1,2,3,4}",非绿色
21520076,破赤魔者2,若敌人的武器类型为赤魔，且自身HP高于70%时，自身必定可以进行追击，但敌方无法追击,21520075,0,,5,100,2,"{22155001,22110012}",{22210001},{23},{23},{1},1,"{22155001,22110012}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,3,4,5,7,8,9,11,12,13,15,16,17,19,20,22,23,24,25,27,28,29,31,32}","{1,2,3,4}",非绿色
21520077,破赤魔者3,若敌人的武器类型为赤魔，且自身HP高于50%时，自身必定可以进行追击，但敌方无法追击,21520076,0,,5,200,2,"{22155001,22110011}",{22210001},{23},{23},{1},1,"{22155001,22110011}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,3,4,5,7,8,9,11,12,13,15,16,17,19,20,22,23,24,25,27,28,29,31,32}","{1,2,3,4}",非绿色
21520078,破青魔者1,若敌人的武器类型为青魔，且自身HP高于90%时，自身必定可以进行追击，但敌方无法追击,0,0,,5,50,2,"{22156001,22110015}",{22210001},{23},{23},{1},1,"{22156001,22110015}",{22212001},{23},{23},{},0,{},{},{},{},{},"{2,3,4,6,7,8,10,11,12,14,15,16,18,19,20,22,23,24,26,27,28,30,31,32}","{1,2,3,4}",非红色
21520079,破青魔者2,若敌人的武器类型为青魔，且自身HP高于70%时，自身必定可以进行追击，但敌方无法追击,21520078,0,,5,100,2,"{22156001,22110012}",{22210001},{23},{23},{1},1,"{22156001,22110012}",{22212001},{23},{23},{},0,{},{},{},{},{},"{2,3,4,6,7,8,10,11,12,14,15,16,18,19,20,22,23,24,26,27,28,30,31,32}","{1,2,3,4}",非红色
21520080,破青魔者3,若敌人的武器类型为青魔，且自身HP高于50%时，自身必定可以进行追击，但敌方无法追击,21520079,0,,5,200,2,"{22156001,22110011}",{22210001},{23},{23},{1},1,"{22156001,22110011}",{22212001},{23},{23},{},0,{},{},{},{},{},"{2,3,4,6,7,8,10,11,12,14,15,16,18,19,20,22,23,24,26,27,28,30,31,32}","{1,2,3,4}",非红色
21520081,破绿魔者1,若敌人的武器类型为绿魔，且自身HP高于90%时，自身必定可以进行追击，但敌方无法追击,0,0,,5,50,2,"{22157001,22110015}",{22210001},{23},{23},{1},1,"{22157001,22110015}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,4,5,6,8,9,10,12,13,14,16,17,18,20,21,22,24,25,26,28,29,30,32}","{1,2,3,4}",非蓝色
21520082,破绿魔者2,若敌人的武器类型为绿魔，且自身HP高于70%时，自身必定可以进行追击，但敌方无法追击,21520081,0,,5,100,2,"{22157001,22110012}",{22210001},{23},{23},{1},1,"{22157001,22110012}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,4,5,6,8,9,10,12,13,14,16,17,18,20,21,22,24,25,26,28,29,30,32}","{1,2,3,4}",非蓝色
21520083,破绿魔者3,若敌人的武器类型为绿魔，且自身HP高于50%时，自身必定可以进行追击，但敌方无法追击,21520082,0,,5,200,2,"{22157001,22110011}",{22210001},{23},{23},{1},1,"{22157001,22110011}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,4,5,6,8,9,10,12,13,14,16,17,18,20,21,22,24,25,26,28,29,30,32}","{1,2,3,4}",非蓝色
21520084,破弓者1,若敌人的武器类型为无属性弓，且自身HP高于90%时，自身必定可以进行追击，但敌方无法追击,0,0,,5,50,2,"{22158001,22110015}",{22210001},{23},{23},{1},1,"{22158001,22110015}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,}",非飞行
21520085,破弓者2,若敌人的武器类型为无属性弓，且自身HP高于70%时，自身必定可以进行追击，但敌方无法追击,21520084,0,,5,100,2,"{22158001,22110012}",{22210001},{23},{23},{1},1,"{22158001,22110012}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,}",非飞行
21520086,破弓者3,若敌人的武器类型为无属性弓，且自身HP高于50%时，自身必定可以进行追击，但敌方无法追击,21520085,0,,5,200,2,"{22158001,22110011}",{22210001},{23},{23},{1},1,"{22158001,22110011}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,}",非飞行
21520087,破暗器者1,若敌人的武器类型为暗器，且自身HP高于90%时，自身必定可以进行追击，但敌方无法追击,0,0,,5,50,2,"{22159001,22110015}",{22210001},{23},{23},{1},1,"{22159001,22110015}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520088,破暗器者2,若敌人的武器类型为暗器，且自身HP高于70%时，自身必定可以进行追击，但敌方无法追击,21520087,0,,5,100,2,"{22159001,22110012}",{22210001},{23},{23},{1},1,"{22159001,22110012}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520089,破暗器者3,若敌人的武器类型为暗器，且自身HP高于50%时，自身必定可以进行追击，但敌方无法追击,21520088,0,,5,200,2,"{22159001,22110011}",{22210001},{23},{23},{1},1,"{22159001,22110011}",{22212001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520090,追击戒指,若进入战斗时，自身HP高于50%，则必定可以进行追击,0,0,,5,200,2,{22110011},{22210001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21520091,猛攻1,自身HP低于25%，且由自身发动攻击时，若可以进行追击，则会在自身攻击后立刻进行追击。,0,0,,5,50,2,"{22110001,22101001,22135001}",{22211001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520092,猛攻2,自身HP低于50%，且由自身发动攻击时，若可以进行追击，则会在自身攻击后立刻进行追击。,21520091,0,,5,100,2,"{22110004,22101001,22135001}",{22211001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520093,猛攻3,自身HP低于75%，且由自身发动攻击时，若可以进行追击，则会在自身攻击后立刻进行追击。,21520092,0,,5,200,2,"{22110006,22101001,22135001}",{22211001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520094,同归于尽1,自身HP低于30%，且由自身发动攻击时，若敌人可反击，则必定可进行追击。,0,0,,5,50,2,"{22110002,22101001,22136001}",{22210001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520095,同归于尽2,自身HP低于40%，且由自身发动攻击时，若敌人可反击，则必定可进行追击。,21520094,0,,5,100,2,"{22110003,22101001,22136001}",{22210001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520096,同归于尽3,自身HP低于50%，且由自身发动攻击时，若敌人可反击，则必定可进行追击。,21520095,0,,5,200,2,"{22110004,22101001,22136001}",{22210001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520097,攻击队形1,当自身HP为100%时，且由自身发动攻击时，必定可以进行追击。奥义发动计量变化量+1(若有多个系统取最大值),0,0,,5,60,2,"{22110016,22101001}","{22210001,22205001}","{23,23}","{23,30}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},
21520098,攻击队形2,当自身HP大于50%时，且由自身发动攻击时，必定可以进行追击。奥义发动计量变化量+1(若有多个系统取最大值),21520097,0,,5,120,2,"{22110011,22101001}","{22210001,22205001}","{23,23}","{23,30}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},
21520099,攻击队形3,由自身发动攻击时，必定可以进行追击。奥义发动计量变化量+1(若有多个系统取最大值),21520098,0,,5,240,2,{22101001},"{22210001,22205001}","{23,23}","{23,30}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{2},
21520100,塞迦的加护,对方为剑、枪、斧时，敌人无法反击,0,0,,5,300,1,"{22151001,22152001,22153001}",{22214001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21520101,疾风横扫1,由自身发动攻击时，自身无法进行追击。若敌人为剑枪斧弓暗器，且自身的速度高于敌人5以上，则对方无法反击。,0,0,,5,60,2,{22101001},{22212001},{23},{23},{1},1,"{22101001,22151001,22152001,22153001,22158001,22159001,22129001}",{22214001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520102,疾风横扫2,由自身发动攻击时，自身无法进行追击。若敌人为剑枪斧弓暗器，且自身的速度高于敌人3以上，则对方无法反击。,21520101,0,,5,120,2,{22101001},{22212001},{23},{23},{1},1,"{22101001,22151001,22152001,22153001,22158001,22159001,22129002}",{22214001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520103,疾风横扫3,由自身发动攻击时，自身无法进行追击。若敌人为剑枪斧弓暗器，且自身的速度高于敌人，则对方无法反击。,21520102,0,,5,240,2,{22101001},{22212001},{23},{23},{1},1,"{22101001,22151001,22152001,22153001,22158001,22159001,22129003}",{22214001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520104,流水横扫1,由自身发动攻击时，自身无法追击，敌为魔法、杖、龙，且自身速度高于敌人5以上时，则对方无法反击,0,0,,5,60,2,{22101001},{22212001},{23},{23},{1},1,"{22101001,22151001,22152001,22153001,22158001,22159001,22129001}",{22214001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520105,流水横扫2,由自身发动攻击时，自身无法追击，敌为魔法、杖、龙，且自身速度高于敌人3以上时，则对方无法反击,21520104,0,,5,120,2,{22101001},{22212001},{23},{23},{1},1,"{22101001,22151001,22152001,22153001,22158001,22159001,22129002}",{22214001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520106,流水横扫3,由自身发动攻击时，自身无法追击，敌为魔法、杖、龙，且自身速度高于敌人时，则对方无法反击,21520105,0,,5,240,2,{22101001},{22212001},{23},{23},{1},1,"{22101001,22151001,22152001,22153001,22158001,22159001,22129003}",{22214001},{23},{23},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520107,蛇毒1,由自身发动攻击时，战斗后给予敌人4伤害(不会致死),0,0,,5,60,1,{22101001},{22219004},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520108,蛇毒2,由自身发动攻击时，战斗后给予敌人7伤害(不会致死),21520107,0,,5,120,1,{22101001},{22219007},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520109,蛇毒3,由自身发动攻击时，战斗后给予敌人10伤害(不会致死),21520108,0,,5,240,1,{22101001},{22219010},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520110,攻击封印1,战斗后，敌人的攻击-3,0,0,,5,40,1,{},{22201316},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520111,攻击封印2,战斗后，敌人的攻击-5,21520110,0,,5,80,1,{},{22201318},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520112,攻击封印3,战斗后，敌人的攻击-7,21520111,0,,5,160,1,{},{22201320},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520113,速度封印1,战斗后，敌人的速度-3,0,0,,5,40,1,{},{22201412},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520114,速度封印2,战斗后，敌人的速度-5,21520113,0,,5,80,1,{},{22201414},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520115,速度封印3,战斗后，敌人的速度-7,21520114,0,,5,160,1,{},{22201416},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520116,防守封印1,战斗后，敌人的防守-3,0,0,,5,40,1,{},{22201511},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520117,防守封印2,战斗后，敌人的防守-5,21520116,0,,5,80,1,{},{22201513},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520118,防守封印3,战斗后，敌人的防守-7,21520117,0,,5,160,1,{},{22201515},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520119,魔防封印1,战斗后，敌人的魔防-3,0,0,,5,40,1,{},{22201611},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520120,魔防封印2,战斗后，敌人的魔防-5,21520119,0,,5,80,1,{},{22201613},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520121,魔防封印3,战斗后，敌人的魔防-7,21520120,0,,5,160,1,{},{22201615},{25},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520122,攻击速度封印1,战斗后，敌人的攻击及速度-3,21520113,21520110,,5,100,1,{},"{22201316,22201412}","{25,25}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520123,攻击速度封印2,战斗后，敌人的攻击及速度-5,21520122,0,,5,200,1,{},"{22201318,22201414}","{25,25}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520124,攻击防守封印1,战斗后，敌人的攻击及防守-3,21520116,21520110,,5,100,1,{},"{22201316,22201511}","{25,25}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520125,攻击防守封印2,战斗后，敌人的攻击及防守-5,21520124,0,,5,200,1,{},"{22201318,22201513}","{25,25}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520126,防守魔防封印1,战斗后，敌人的魔防及防守-3,21520119,21520116,,5,100,1,{},"{22201511,22201611}","{25,25}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520127,防守魔防封印2,战斗后，敌人的魔防及防守-5,21520126,0,,5,200,1,{},"{22201513,22201613}","{25,25}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28}","{1,2,3,4}",非杖
21520128,冲敌斩,由自身发动攻击时，战斗后，替换自身和敌人的位置,0,0,,5,150,1,{22101001},{22224101},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,25,26,27,28}","{1,2,3,4}",
21520129,引诱,由自身发动攻击时，战斗后，让敌人移动到自身的所在位置，自身则后退1格,0,0,,5,150,1,{22101001},{22224201},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,25,26,27,28}","{1,2,3,4}",
21520130,击退,由自身发动攻击时，战斗后，让敌人朝自身的反方向移动1格,0,0,,5,150,1,{22101001},{22224301},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,25,26,27,28}","{1,2,3,4}",
21520131,一击即离,由自身发动攻击时，战斗后让自身后退1格,0,0,,5,150,2,{22101001},{22224401},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,25,26,27,28}","{1,2,3,4}",
21520132,埋伏1,自身HP低于25%，受到敌人攻击时，可抢先攻击,0,0,,5,50,2,"{22110001,22102001}",{22215001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520133,埋伏2,自身HP低于50%，受到敌人攻击时，可抢先攻击,21520132,0,,5,100,2,"{22110004,22102001}",{22215001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520134,埋伏3,自身HP低于75%，受到敌人攻击时，可抢先攻击,21520133,0,,5,200,2,"{22110006,22102001}",{22215001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520135,回击1,自身HP高于90%，受到敌人攻击时，则必定可以进行追击。,0,0,,5,60,2,"{22110015,22102001}",{22210001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520136,回击2,自身HP高于80%，受到敌人攻击时，则必定可以进行追击。,21520135,0,,5,120,2,"{22110014,22102001}",{22210001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520137,回击3,自身HP高于70%，受到敌人攻击时，则必定可以进行追击。,21520136,0,,5,240,2,"{22110012,22102001}",{22210001},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}","{1,2,3,4}",
21520138,特技飞行1,自身HP为100%，可移动至自身周围2格内我方步兵、重装、骑兵相邻的格子,0,0,,5,60,48,"{22110016,22137001,22140001,22138001}",{22229101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32}",{4},
