"ID{id,int}(idx)","装备类型{equipType,int}(num,equipType)","宝石等级{lv,int}(num,lv)","镶嵌等级（装备强化等级）","品质{qua,int}(num,qua)","属性条数随机权重{attSizeRate,json_intmap}(json,attSizeRate)","属性区间随机权重{attRate,ints}(fun,attRate)","对应的属性类型{attType,ints}(fun,attType)","对应的属性计算类型{calType,ints}(fun,calType)","对应属性区间的属性范围{attRange,json_intAry}(json,attRange)","图标(int,img)","名称(str,nm)","描述(str,desc)","大图标(str,BigImg)",
56800490,4,7,140,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[174,181],[222,232],[2500,2600]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800491,4,7,140,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[181,189],[232,242],[2500,2600]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800492,4,7,140,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[189,197],[242,252],[2500,2600]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800493,4,7,140,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[199,216],[254,276],[2700,2800],[2700,2800]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800494,4,7,140,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[216,233],[276,297],[2700,2800],[2700,2800]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800495,4,7,140,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[233,249],[297,318],[2700,2800],[2700,2800]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800496,4,7,140,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[249,266],[318,339],[2700,2800],[2700,2800]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800497,4,8,160,1,{1:1},{-1},{2},{2},"[[93,101]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800498,4,8,160,1,{1:1},{-1},{2},{2},"[[101,110]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800499,4,8,160,1,{1:1},{-1},{2},{2},"[[110,118]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800500,4,8,160,1,{1:1},{-1},{2},{2},"[[118,127]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800501,4,8,160,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[137,145],[174,185]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800502,4,8,160,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[145,154],[185,196]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800503,4,8,160,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[154,162],[196,207]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800504,4,8,160,2,{2:1},"{-1,-1}","{2,4}","{2,2}","[[162,171],[207,218]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800505,4,8,160,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[189,198],[242,253],[2900,3000]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800506,4,8,160,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[198,207],[253,265],[2900,3000]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800507,4,8,160,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[207,216],[265,276],[2900,3000]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800508,4,8,160,3,{3:1},"{-1,-1,-1}","{2,4,2}","{2,2,3}","[[216,225],[276,288],[2900,3000]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800509,4,8,160,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[228,247],[291,315],[3100,3200],[3100,3200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800510,4,8,160,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[247,266],[315,339],[3100,3200],[3100,3200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800511,4,8,160,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[266,285],[339,364],[3100,3200],[3100,3200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800512,4,8,160,4,{4:1},"{-1,-1,-1,-1}","{2,4,2,4}","{2,2,3,3}","[[285,304],[364,388],[3100,3200],[3100,3200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800513,5,1,20,1,{1:1},{-1},{51},{2},"[[34,38]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800514,5,1,20,1,{1:1},{-1},{51},{2},"[[38,41]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800515,5,1,20,1,{1:1},{-1},{51},{2},"[[41,44]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800516,5,1,20,1,{1:1},{-1},{51},{2},"[[44,47]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800517,5,1,20,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[51,54],[22,23]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800518,5,1,20,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[54,57],[23,25]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800519,5,1,20,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[57,61],[25,26]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800520,5,1,20,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[61,64],[26,28]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800521,5,1,20,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[71,74],[31,32],[100,200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800522,5,1,20,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[74,77],[32,34],[100,200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800523,5,1,20,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[77,81],[34,35],[100,200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800524,5,1,20,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[81,84],[35,37],[100,200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800525,5,1,20,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[85,92],[37,40],[300,400],[300,400]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800526,5,1,20,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[92,99],[40,43],[300,400],[300,400]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800527,5,1,20,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[99,107],[43,46],[300,400],[300,400]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800528,5,1,20,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[107,114],[46,49],[300,400],[300,400]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800529,5,2,40,1,{1:1},{-1},{51},{2},"[[69,76]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800530,5,2,40,1,{1:1},{-1},{51},{2},"[[76,82]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800531,5,2,40,1,{1:1},{-1},{51},{2},"[[82,88]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800532,5,2,40,1,{1:1},{-1},{51},{2},"[[88,95]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800533,5,2,40,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[102,109],[44,47]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800534,5,2,40,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[109,115],[47,50]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800535,5,2,40,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[115,122],[50,53]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800536,5,2,40,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[122,128],[53,56]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800537,5,2,40,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[142,149],[62,65],[500,600]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800538,5,2,40,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[149,155],[65,68],[500,600]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800539,5,2,40,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[155,162],[68,71],[500,600]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800540,5,2,40,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[162,169],[71,74],[500,600]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800541,5,2,40,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[171,185],[74,81],[700,800],[700,800]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800542,5,2,40,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[185,199],[81,87],[700,800],[700,800]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800543,5,2,40,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[199,214],[87,93],[700,800],[700,800]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800544,5,2,40,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[214,228],[93,99],[700,800],[700,800]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800545,5,3,60,1,{1:1},{-1},{51},{2},"[[104,114]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800546,5,3,60,1,{1:1},{-1},{51},{2},"[[114,123]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800547,5,3,60,1,{1:1},{-1},{51},{2},"[[123,133]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800548,5,3,60,1,{1:1},{-1},{51},{2},"[[133,142]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800549,5,3,60,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[154,163],[67,71]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800550,5,3,60,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[163,173],[71,75]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800551,5,3,60,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[173,183],[75,79]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800552,5,3,60,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[183,192],[79,84]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800553,5,3,60,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[213,223],[93,97],[900,1000]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800554,5,3,60,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[223,233],[97,102],[900,1000]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800555,5,3,60,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[233,244],[102,106],[900,1000]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800556,5,3,60,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[244,254],[106,111],[900,1000]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800557,5,3,60,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[256,278],[112,121],[1100,1200],[1100,1200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800558,5,3,60,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[278,299],[121,130],[1100,1200],[1100,1200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800559,5,3,60,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[299,321],[130,140],[1100,1200],[1100,1200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800560,5,3,60,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[321,342],[140,149],[1100,1200],[1100,1200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800561,5,4,80,1,{1:1},{-1},{51},{2},"[[139,152]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800562,5,4,80,1,{1:1},{-1},{51},{2},"[[152,165]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800563,5,4,80,1,{1:1},{-1},{51},{2},"[[165,177]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800564,5,4,80,1,{1:1},{-1},{51},{2},"[[177,190]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800565,5,4,80,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[205,218],[89,95]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800566,5,4,80,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[218,231],[95,100]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800567,5,4,80,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[231,244],[100,106]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800568,5,4,80,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[244,256],[106,112]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800569,5,4,80,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[284,298],[124,130],[1300,1400]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800570,5,4,80,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[298,311],[130,136],[1300,1400]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800571,5,4,80,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[311,325],[136,142],[1300,1400]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800572,5,4,80,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[325,338],[142,148],[1300,1400]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800573,5,4,80,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[342,371],[149,162],[1500,1600],[1500,1600]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800574,5,4,80,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[371,399],[162,174],[1500,1600],[1500,1600]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800575,5,4,80,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[399,428],[174,187],[1500,1600],[1500,1600]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800576,5,4,80,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[428,456],[187,199],[1500,1600],[1500,1600]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800577,5,5,100,1,{1:1},{-1},{51},{2},"[[174,190]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800578,5,5,100,1,{1:1},{-1},{51},{2},"[[190,206]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800579,5,5,100,1,{1:1},{-1},{51},{2},"[[206,222]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800580,5,5,100,1,{1:1},{-1},{51},{2},"[[222,238]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800581,5,5,100,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[256,272],[112,119]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800582,5,5,100,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[272,289],[119,126]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800583,5,5,100,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[289,305],[126,133]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800584,5,5,100,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[305,321],[133,140]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800585,5,5,100,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[355,372],[155,162],[1700,1800]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800586,5,5,100,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[372,389],[162,170],[1700,1800]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800587,5,5,100,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[389,406],[170,177],[1700,1800]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800588,5,5,100,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[406,423],[177,185],[1700,1800]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800589,5,5,100,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[428,463],[187,202],[1900,2000],[1900,2000]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800590,5,5,100,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[463,499],[202,218],[1900,2000],[1900,2000]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800591,5,5,100,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[499,535],[218,233],[1900,2000],[1900,2000]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800592,5,5,100,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[535,570],[233,249],[1900,2000],[1900,2000]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800593,5,6,120,1,{1:1},{-1},{51},{2},"[[209,228]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800594,5,6,120,1,{1:1},{-1},{51},{2},"[[228,247]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800595,5,6,120,1,{1:1},{-1},{51},{2},"[[247,266]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800596,5,6,120,1,{1:1},{-1},{51},{2},"[[266,285]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800597,5,6,120,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[308,327],[134,143]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800598,5,6,120,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[327,346],[143,151]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800599,5,6,120,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[346,366],[151,159]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800600,5,6,120,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[366,385],[159,168]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800601,5,6,120,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[427,447],[186,195],[2100,2200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800602,5,6,120,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[447,467],[195,204],[2100,2200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800603,5,6,120,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[467,488],[204,213],[2100,2200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800604,5,6,120,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[488,508],[213,222],[2100,2200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800605,5,6,120,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[513,556],[224,243],[2300,2400],[2300,2400]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800606,5,6,120,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[556,599],[243,261],[2300,2400],[2300,2400]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800607,5,6,120,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[599,642],[261,280],[2300,2400],[2300,2400]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800608,5,6,120,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[642,685],[280,299],[2300,2400],[2300,2400]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800609,5,7,140,1,{1:1},{-1},{51},{2},"[[244,266]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800610,5,7,140,1,{1:1},{-1},{51},{2},"[[266,289]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800611,5,7,140,1,{1:1},{-1},{51},{2},"[[289,311]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800612,5,7,140,1,{1:1},{-1},{51},{2},"[[311,333]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800613,5,7,140,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[359,382],[157,166]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800614,5,7,140,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[382,404],[166,176]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800615,5,7,140,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[404,427],[176,186]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800616,5,7,140,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[427,449],[186,196]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800617,5,7,140,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[498,522],[217,228],[2500,2600]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800618,5,7,140,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[522,545],[228,238],[2500,2600]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800619,5,7,140,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[545,569],[238,248],[2500,2600]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800620,5,7,140,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[569,593],[248,259],[2500,2600]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800621,5,7,140,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[599,649],[261,283],[2700,2800],[2700,2800]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800622,5,7,140,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[649,699],[283,305],[2700,2800],[2700,2800]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800623,5,7,140,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[699,749],[305,327],[2700,2800],[2700,2800]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800624,5,7,140,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[749,799],[327,349],[2700,2800],[2700,2800]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800625,5,8,160,1,{1:1},{-1},{51},{2},"[[279,304]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800626,5,8,160,1,{1:1},{-1},{51},{2},"[[304,330]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800627,5,8,160,1,{1:1},{-1},{51},{2},"[[330,355]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800628,5,8,160,1,{1:1},{-1},{51},{2},"[[355,381]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800629,5,8,160,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[411,436],[179,190]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800630,5,8,160,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[436,462],[190,201]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800631,5,8,160,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[462,488],[201,213]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800632,5,8,160,2,{2:1},"{-1,-1}","{51,4}","{2,2}","[[488,513],[213,224]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800633,5,8,160,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[569,596],[248,260],[2900,3000]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800634,5,8,160,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[596,623],[260,272],[2900,3000]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800635,5,8,160,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[623,650],[272,284],[2900,3000]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800636,5,8,160,3,{3:1},"{-1,-1,-1}","{51,4,51}","{2,2,3}","[[650,677],[284,296],[2900,3000]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800637,5,8,160,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[685,742],[299,324],[3100,3200],[3100,3200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800638,5,8,160,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[742,799],[324,349],[3100,3200],[3100,3200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800639,5,8,160,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[799,856],[349,374],[3100,3200],[3100,3200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800640,5,8,160,4,{4:1},"{-1,-1,-1,-1}","{51,4,51,4}","{2,2,3,3}","[[856,913],[374,399],[3100,3200],[3100,3200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800641,6,1,20,1,{1:1},{-1},{4},{2},"[[10,10]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800642,6,1,20,1,{1:1},{-1},{4},{2},"[[10,11]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800643,6,1,20,1,{1:1},{-1},{4},{2},"[[11,12]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800644,6,1,20,1,{1:1},{-1},{4},{2},"[[12,13]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800645,6,1,20,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[14,15],[248,263]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800646,6,1,20,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[15,16],[263,279]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800647,6,1,20,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[16,17],[279,294]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800648,6,1,20,2,{2:1},"{-1,-1}","{4,5}","{2,2}","[[17,18],[294,310]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800649,6,1,20,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[20,21],[343,360],[100,200]]",10045015,红宝石,这个是一颗红宝石。,10045015,
56800650,6,1,20,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[21,22],[360,376],[100,200]]",10045016,红宝石,这个是一颗红宝石。,10045016,
56800651,6,1,20,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[22,23],[376,392],[100,200]]",10045017,红宝石,这个是一颗红宝石。,10045017,
56800652,6,1,20,3,{3:1},"{-1,-1,-1}","{4,5,4}","{2,2,3}","[[23,24],[392,409],[100,200]]",10045018,红宝石,这个是一颗红宝石。,10045018,
56800653,6,1,20,4,{4:1},"{-1,-1,-1,-1}","{4,5,4,5}","{2,2,3,3}","[[24,26],[413,447],[300,400],[300,400]]",10045015,红宝石,这个是一颗红宝石。,10045015,
