"技能id{id,int}(id,number)","技能名称(name,string)","技能描述(description,string)","前置技能1{pre_1_id,int}(pre_skill_1,number)","前置技能2{pre_2_id,int}(pre_skill_2,number)","技能图标(icon,string)","威力{power,int}(power,number)","射程{range,int}(range,number)","武器类型{weapon_type,int}(weapon_type,number)","技能类型{type,int}(type,number)","开启SP消耗{need_sp,int}(sp_cost,number)","武器克制组{weapon_counters,ints}(weak_weapon,array)","兵种克制组{arms_counters,ints}(weak_arms,array)","攻击次数{attack_times,int}(attack_times,number)","效果目标1{effect_1_targets, int}(target_1,number)","效果条件组1{effect_1_conditions, ints}(condition_1,array)","效果id组1{effects_1,ints}(buff_id_1,array)","效果触发点组1{effect_1_trigger_points,ints}(trigger_1,array)","效果生效点组1{effect_1_take_effects, ints}(execute_1,array)","持续类型组1(continue_1,array){continue_1,ints}","效果目标2{effect_2_targets, int}(target_2,number)","效果条件组2{effect_2_conditions, ints}(condition_2,array)","效果id组2{effects_2,ints}(buff_id_2,array)","效果触发点组2{effect_2_trigger_points,ints}(trigger_2,array)","效果生效点组2{effect_2_take_effects, ints}(execute_2,array)","持续类型组2(continue_2,array){continue_2,ints}","效果目标3{effect_3_targets, int}(target_3,number)","效果条件组3{effect_3_conditions, ints}(condition_3,array)","效果id组3{effects_3,ints}(buff_id_3,array)","效果触发点组3{effect_3_trigger_points,ints}(trigger_3,array)","效果生效点组3{effect_3_take_effects, ints}(execute_3,array)","持续类型组3(continue_3,array){continue_3,ints}","装备颜色&武器编码组{limit_weapons, ints}(career_limit,array)","装备兵种编码{limit_arms, ints}(arms_limit,array)",备注
21140033,斯卡蒂,克制飞行 速度+3 第三回合开始时，位于自身纵向3列内的敌人，强化由+转-,21140003,0,,14,2,4,1,400,{},{4},1,71,{},{22223301},{4},{12},{2},2,{},{22201403},{1},{1},{1},0,{},{},{},{},{},{999},"{1,2,3,4}",
21140034,战姬的和弓,克制飞行、重装 速度+3 周围2格内的我方，战斗中的攻击+3,21140003,0,,14,2,4,1,400,{},"{2,4}",1,48,{},"{22201303,22201403}","{23,23}","{23,23}","{1,1}",2,{},{22201403},{1},{1},{1},0,{},{},{},{},{},{999},"{1,2,3,4}",
21140035,风神弓,克制飞行 自身HP高于50%，可穿过敌人所在的格子,21140003,0,,14,2,4,1,400,{},{4},1,2,{22110011},{22228101},{32},{32},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21140036,尼德霍格,克制飞行 战斗中的攻击、速度、防守、魔防提升（提升数值为：紧邻自己的我方人数×2）,21140003,0,,14,2,4,1,400,{},{4},1,2,{},"{22201308,22201408,22201508,22201608}","{23,23,23,23}","{23,23,23,23}","{1,1,1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21140037,妙尔格雷,克制飞行 速度+3 敌人为魔法兵种时，战斗中抵消敌人的+强化状态,21140003,0,,14,2,4,1,400,{},{4},1,1,"{22154001,22155001,22156001,22157001,22160001}",{22223101},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21140038,疾弓妙尔格雷,克制飞行 魔防+3 周围2格内的我方的数量多于敌人时，（不包括自己与战斗对手）战斗中的攻击及速度+5,21140003,0,,14,2,4,1,400,{},{4},1,2,{22169002},"{22201305,22201405}","{23,23}","{23,23}","{1,1}",0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21140039,帕提亚,克制飞行 由自己发动攻击时，战斗中的魔防+4,21140003,0,,14,2,4,1,400,{},{4},1,2,{22101001},{22201604},{23},{23},{1},0,{},{},{},{},{},0,{},{},{},{},{},{999},"{1,2,3,4}",
21150001,铁暗器,若在战斗时进行攻击，战斗后敌人防守及魔防-3,0,0,,3,2,5,1,50,{},{},1,1,{},"{22201511,22201611}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150002,钢暗器,若在战斗时进行攻击，战斗后敌人防守及魔防-3,21150001,0,,5,2,5,1,100,{},{},1,1,{},"{22201511,22201611}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150003,银暗器,若在战斗时进行攻击，战斗后敌人防守及魔防-5,21150002,0,,7,2,5,1,200,{},{},1,1,{},"{22201513,22201613}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150004,银暗器+,若在战斗时进行攻击，战斗后敌人防守及魔防-7,21150003,0,,10,2,5,1,300,{},{},1,1,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150005,紫烟暗器,若在战斗时进行攻击，战斗后对方周围2格内的敌人防守及魔防-4,21150002,0,,6,2,5,1,200,{},{},1,50,{},"{22201512,22201612}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150006,紫烟暗器+,若在战斗时进行攻击，战斗后对方周围2格内的敌人防守及魔防-6,21150005,0,,9,2,5,1,300,{},{},1,50,{},"{22201514,22201614}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150007,秘毒暗器,克制步兵 若在战斗时进行攻击，且敌人为步兵，战斗后对方防守及魔防-4,21150002,0,,2,2,5,1,200,{},{1},1,1,{22137001},"{22201512,22201612}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150008,秘毒暗器+,克制步兵 若在战斗时进行攻击，且敌人为步兵，战斗后对方防守及魔防-6,21150007,0,,5,2,5,1,300,{},{1},1,1,{22137001},"{22201514,22201614}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150009,盗贼暗器,若在战斗时进行攻击，战斗后敌人防守及魔防-3 自己防守及魔防+3,21150002,0,,4,2,5,1,200,{},{},1,1,{},"{22201511,22201611}","{30,30}","{25,25}","{2,2}",2,{},"{22201521,22201621}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150010,盗贼暗器+,若在战斗时进行攻击，战斗后敌人防守及魔防-5 自己防守及魔防+5,21150009,0,,7,2,5,1,300,{},{},1,1,{},"{22201513,22201613}","{30,30}","{25,25}","{2,2}",2,{},"{22201523,22201623}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150011,暗杀手里剑,容易发动奥义（奥义计量-1） 若在战斗时进行攻击，战斗后对方与其周围2格内的敌人防守及魔防-5,21150002,0,,8,2,5,1,200,{},{},1,2,{},{22202001},{1},{1},{1},50,{},"{22201513,22201613}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150012,暗杀手里剑+,容易发动奥义（奥义计量-1） 若在战斗时进行攻击，战斗后对方与其周围2格内的敌人防守及魔防-7,21150011,0,,12,2,5,1,300,{},{},1,2,{},{22202001},{1},{1},{1},50,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150013,肃清暗器,战斗中，敌人受到的强化状态合计值计入攻击，若在战斗时进行攻击，战斗后对方与其周围2格内的敌人防守与魔防-7,21150002,0,,8,2,5,1,200,{},{},1,2,{},{22201312},{23},{23},{1},50,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150014,肃清暗器+,战斗中，敌人受到的强化状态合计值计入攻击，若在战斗时进行攻击，战斗后对方与其周围2格内的敌人防守与魔防-7,21150013,0,,12,2,5,1,300,{},{},1,2,{},{22201312},{23},{23},{1},50,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150015,镜饼麻薯,容易发动奥义（奥义计量-1） 若在战斗时进行攻击，战斗后对方与其周围2格内的敌人防守及魔防-7,21150002,0,,8,2,5,1,200,{},{},1,2,{},{22202001},{1},{1},{1},50,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150016,镜饼麻薯+,容易发动奥义（奥义计量-1） 若在战斗时进行攻击，战斗后对方与其周围2格内的敌人防守及魔防-7,21150015,0,,12,2,5,1,300,{},{},1,2,{},{22202001},{1},{1},{1},50,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150017,小猫暗器,克制魔法 若在战斗时进行攻击，战斗后，若敌人为魔法兵种，敌人的防守及魔防-7,21150002,0,,4,2,5,1,200,{6},{},1,1,"{22154001,22155001,22156001,22157001,22160001}","{22201515,22201615}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150018,小猫暗器+,克制魔法 若在战斗时进行攻击，战斗后，若敌人为魔法兵种，敌人的防守及魔防-7,21150017,0,,8,2,5,1,300,{6},{},1,1,"{22154001,22155001,22156001,22157001,22160001}","{22201515,22201615}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150019,贝杀,若在战斗时进行攻击，战斗后，敌人的防守及魔防-7 若战斗开始时自身HP为100%，自己速度防守魔防+2 以此状态攻击时，战斗后自己受到2点伤害,21150002,0,,6,2,5,1,200,{},{},1,1,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",2,{22110016},"{22201302,22201402,22201502,22201602,22219002}","{23,23,23,23,25}","{23,23,23,23,25}","{1,1,1,1}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150020,贝杀+,若在战斗时进行攻击，战斗后，敌人的防守及魔防-7 若战斗开始时自身HP为100%，自己速度防守魔防+2 以此状态攻击时，战斗后自己受到2点伤害,21150019,0,,10,2,5,1,300,{},{},1,1,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",2,{22110016},"{22201302,22201402,22201502,22201602,22219002}","{23,23,23,23,25}","{23,23,23,23,25}","{1,1,1,1}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150021,舞会折扇,由自己发动攻击时，战斗后，回复自己周围1格内的我方7HP 若在战斗时进行攻击，战斗后，敌人的防守及魔防-7,21150002,0,,6,2,5,1,200,{},{},1,47,{22101001},{22201207},{25},{25},{1},1,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150022,舞会折扇+,由自己发动攻击时，战斗后，回复自己周围1格内的我方7HP 若在战斗时进行攻击，战斗后，敌人的防守及魔防-7,21150021,0,,10,2,5,1,300,{},{},1,47,{22101001},{22201207},{25},{25},{1},1,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150023,致命卡洛特,发动奥义时，奥义造成的伤害+10 若在战斗时进行攻击，战斗后对方周围2格内的敌人防守及魔防-7,21150002,0,,8,2,5,1,200,{},{},1,1,{},{22217013},{23},{27},{1},50,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150024,致命卡洛特+,发动奥义时，奥义造成的伤害+10 若在战斗时进行攻击，战斗后对方周围2格内的敌人防守及魔防-7,21150023,0,,12,2,5,1,300,{},{},1,1,{},{22217013},{23},{27},{1},50,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150025,海星,若在战斗时进行攻击，战斗后对方与其周围2格内的敌人防守及魔防-7 克制飞行 自身HP低于75%，且由自己发动攻击时，若可以进行追击，则会在自己攻击后立刻进行追击。,21150002,0,,8,2,5,1,200,{},{4},1,50,{},"{22201515,22201615}","{30,30}",{25},"{2,2}",2,"{22110006,22101001,22135001}",{22211001},{23},{23},{1},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150026,海星+,若在战斗时进行攻击，战斗后对方与其周围2格内的敌人防守及魔防-7 克制飞行 自身HP低于75%，且由自己发动攻击时，若可以进行追击，则会在自己攻击后立刻进行追击。,21150025,0,,12,2,5,1,300,{},{4},1,50,{},"{22201515,22201615}","{30,30}",{25},"{2,2}",2,"{22110006,22101001,22135001}",{22211001},{23},{23},{1},0,{},{},{},{},{},"{17,18,19,20}","{1,2,3,4}",
21150027,菲利西亚的冰盘,以敌人防守及魔防中较低方计算伤害 若在战斗时进行攻击，战斗后，对方与其周围2格内的敌人防守及魔防-7,21150003,0,,14,2,5,1,400,{},{},1,1,{},{22220202},{23},{23},{1},50,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",0,{},{},{},{},{},{999},"{1,2,3,4}",
21150028,佩修卡特,若在战斗时进行攻击，战斗后，对方与其周围2格内的敌人攻击、速度、防守及魔防-4 且自己与周围2格内我方的攻击、速度、防守及魔防+4,21150003,0,,14,2,5,1,400,{},{},1,44,{},"{22201317,22201413,22201512,22201612}","{30,30,30,30}","{25,25,25,25}","{2,2,2,2}",48,{},"{22201324,22201420,22201522,22201622}","{30,30,30,30}","{25,25,25,25}","{2,2,2,2}",0,{},{},{},{},{},{999},"{1,2,3,4}",
21150029,死神暗器,若在战斗时进行攻击，战斗后，敌人防守、魔防-7 由自己发动攻击时，战斗后给予敌人7点伤害,21150003,0,,11,2,5,1,400,{},{},1,44,{},"{22201515,22201615}","{30,30}","{25,25}","{2,2}",1,{22101001},{22219007},{25},{},{1},0,{},{},{},{},{},{999},"{1,2,3,4}",
21180001,袭击,,0,0,,10,2,8,1,50,{},{},1,0,{},{},{},{},{},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180002,吸收,回复造成伤害30%的HP,21180001,0,,4,2,8,1,150,{},{},1,2,{},{22201213},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180003,吸收+,回复造成伤害50%的HP,21180002,0,,7,2,8,1,300,{},{},1,2,{},{22201213},{25},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180004,恐慌,若在战斗时进行攻击，战斗后敌人攻击-6,21180001,0,,5,2,8,1,150,{},{},1,1,{},{22201319},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180005,恐慌+,若在战斗时进行攻击，战斗后敌人与周围2格内的敌人攻击-7,21180004,0,,12,2,8,1,300,{},{},1,44,{},{22201320},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180006,缓速,若在战斗时进行攻击，战斗后敌人速度-6,21180001,0,,5,2,8,1,150,{},{},1,1,{},{22201415},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180007,缓速+,若在战斗时进行攻击，战斗后敌人与周围2格内的敌人速度-7,21180006,0,,12,2,8,1,300,{},{},1,44,{},{22201416},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180008,疼痛,若在战斗时进行攻击，战斗后给予敌人10点伤害,21180001,0,,3,2,8,1,150,{},{},1,1,{},{22219010},{30},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180009,疼痛+,若在战斗时进行攻击，战斗后给予敌人与周围2格内的敌人10点伤害,21180008,0,,10,2,8,1,300,{},{},1,44,{},{22219010},{30},{25},{1},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180010,慌乱,若在战斗时进行攻击，战斗后敌人的强化状态由+转-,21180001,0,,7,2,8,1,150,{},{},1,1,{},{22223301},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180011,慌乱+,若在战斗时进行攻击，战斗后敌人与周围2格内的敌人强化状态由+转-,21180010,0,,11,2,8,1,300,{},{},1,44,{},{22223301},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180012,托里连玛,若在战斗时进行攻击，战斗后为敌人附加强化互克的异常状态 三角互克有利，攻击再+20% 三角互克不利攻击再-20%,21180001,0,,8,2,8,1,150,{},{},1,1,{},{22206003},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180013,托里连玛+,若在战斗时进行攻击，战斗后为对方与其2格内的敌人附加强化互克的异常状态 三角互克有利，攻击再+20% 三角互克不利攻击再-20%,21180012,0,,12,2,8,1,300,{},{},1,44,{},{22206003},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180014,重压,若在战斗时进行攻击，战斗后敌人移动范围限为最大1格,21180001,0,,3,2,8,1,150,{},{},1,1,{},{22227101},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180015,重压+,若在战斗时进行攻击，战斗后敌人与周围1格内的敌人移动范围限为最大1格,21180014,0,,10,2,8,1,300,{},{},1,43,{},{22227101},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180016,烛光,若在战斗时进行攻击，战斗后赋予对方与其周围2格内的敌人无法反击的异常状态,21180001,0,,7,2,8,1,150,{},{},1,43,{},{22214001},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
21180017,烛光+,若在战斗时进行攻击，战斗后赋予对方与其周围2格内的敌人无法反击的异常状态,21180016,0,,11,2,8,1,300,{},{},1,43,{},{22214001},{30},{25},{2},0,{},{},{},{},{},0,{},{},{},{},{},"{29,30,31,32}","{1,2,3,4}",
