"升星id{id,int}(idx)","角色id{hcid,int}(num,hcid)","星级{star,int}(num,lv)","大星(int,bigstar)","头像","形象","生命(num,lf){lf,int}","物理攻击(num,ptk){ptk,int}","魔法攻击(num,stk){stk,int}","物理防御(num,pdf){pdf,int}","魔法防御(num,sdf){sdf,int}","升星的所有消耗{costList,json_funcs}(json,costList)","角色折算后的碎片数量{prizeList,json_funcs}(json,prizeList)","开启被动技能id",
21201126,21000038,16,4,,,7424,1135,0,759,603,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21201127,21000038,17,4,,,8192,1252,0,837,665,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21201128,21000038,18,5,,,9216,1408,0,942,748,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21201129,21000038,19,5,,,10240,1565,0,1046,831,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21201130,21000038,20,5,,,11264,1721,0,1151,914,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21201131,21000038,21,5,,,12288,1878,0,1256,998,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21201132,21000038,22,5,,,13312,2034,0,1360,1081,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21201133,21000038,23,5,,,14336,2191,0,1465,1164,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21201134,21000038,24,6,,,15616,2386,0,1596,1268,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21201135,21000038,25,6,,,16896,2582,0,1727,1372,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21201136,21000038,26,6,,,18176,2778,0,1858,1476,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21201137,21000038,27,6,,,19456,2973,0,1988,1580,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21201138,21000038,28,6,,,20736,3169,0,2119,1683,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21201139,21000038,29,6,,,22016,3364,0,2250,1787,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21201140,21000038,30,7,,,23296,3560,0,2381,1891,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21201141,21000039,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21201142,21000039,2,1,,,222,0,65,18,22,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21201143,21000039,3,1,,,444,0,129,35,43,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21201144,21000039,4,1,,,666,0,194,53,65,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21201145,21000039,5,2,,,999,0,290,79,97,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21201146,21000039,6,2,,,1332,0,387,106,129,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21201147,21000039,7,2,,,1665,0,484,132,161,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21201148,21000039,8,2,,,1998,0,581,158,194,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21201149,21000039,9,3,,,2442,0,710,194,237,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21201150,21000039,10,3,,,2886,0,839,229,280,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21201151,21000039,11,3,,,3330,0,968,264,323,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21201152,21000039,12,3,,,3774,0,1097,299,366,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21201153,21000039,13,4,,,4440,0,1291,352,430,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21201154,21000039,14,4,,,5106,0,1485,405,495,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21201155,21000039,15,4,,,5772,0,1678,458,559,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21201156,21000039,16,4,,,6438,0,1872,511,624,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21201157,21000039,17,4,,,7104,0,2066,563,689,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21201158,21000039,18,5,,,7992,0,2324,634,775,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21201159,21000039,19,5,,,8880,0,2582,704,861,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21201160,21000039,20,5,,,9768,0,2840,775,947,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21201161,21000039,21,5,,,10657,0,3098,845,1033,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21201162,21000039,22,5,,,11545,0,3357,915,1119,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21201163,21000039,23,5,,,12433,0,3615,986,1205,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21201164,21000039,24,6,,,13543,0,3938,1074,1313,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21201165,21000039,25,6,,,14653,0,4260,1162,1420,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21201166,21000039,26,6,,,15763,0,4583,1250,1528,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21201167,21000039,27,6,,,16873,0,4906,1338,1635,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21201168,21000039,28,6,,,17983,0,5228,1426,1743,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21201169,21000039,29,6,,,19093,0,5551,1514,1850,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21201170,21000039,30,7,,,20203,0,5874,1602,1958,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21201171,21000040,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21201172,21000040,2,1,,,215,0,66,17,22,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21201173,21000040,3,1,,,431,0,133,34,44,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21201174,21000040,4,1,,,646,0,200,51,66,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21201175,21000040,5,2,,,969,0,299,77,99,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21201176,21000040,6,2,,,1292,0,399,103,132,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21201177,21000040,7,2,,,1616,0,499,128,165,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21201178,21000040,8,2,,,1939,0,599,154,198,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21201179,21000040,9,3,,,2370,0,732,188,242,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21201180,21000040,10,3,,,2800,0,865,222,286,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21201181,21000040,11,3,,,3231,0,998,257,330,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21201182,21000040,12,3,,,3662,0,1131,291,374,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21201183,21000040,13,4,,,4308,0,1330,342,440,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21201184,21000040,14,4,,,4954,0,1530,394,506,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21201185,21000040,15,4,,,5601,0,1729,445,572,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21201186,21000040,16,4,,,6247,0,1929,496,638,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21201187,21000040,17,4,,,6893,0,2128,548,704,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21201188,21000040,18,5,,,7755,0,2394,616,792,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21201189,21000040,19,5,,,8616,0,2660,685,880,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21201190,21000040,20,5,,,9478,0,2926,753,968,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21201191,21000040,21,5,,,10340,0,3192,822,1056,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21201192,21000040,22,5,,,11201,0,3458,890,1144,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21201193,21000040,23,5,,,12063,0,3724,958,1232,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21201194,21000040,24,6,,,13140,0,4057,1044,1342,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21201195,21000040,25,6,,,14217,0,4389,1130,1452,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21201196,21000040,26,6,,,15294,0,4722,1215,1562,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21201197,21000040,27,6,,,16371,0,5054,1301,1672,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21201198,21000040,28,6,,,17448,0,5387,1386,1782,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21201199,21000040,29,6,,,18525,0,5719,1472,1892,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21201200,21000040,30,7,,,19602,0,6052,1558,2003,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21201201,21000041,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21201202,21000041,2,1,,,172,91,0,17,13,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21201203,21000041,3,1,,,344,182,0,35,27,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21201204,21000041,4,1,,,516,273,0,52,40,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21201205,21000041,5,2,,,774,410,0,78,60,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21201206,21000041,6,2,,,1031,547,0,104,80,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21201207,21000041,7,2,,,1289,684,0,131,100,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21201208,21000041,8,2,,,1547,820,0,157,120,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21201209,21000041,9,3,,,1891,1003,0,191,146,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21201210,21000041,10,3,,,2235,1185,0,226,173,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21201211,21000041,11,3,,,2578,1367,0,261,199,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21201212,21000041,12,3,,,2922,1549,0,296,226,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21201213,21000041,13,4,,,3438,1823,0,348,266,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21201214,21000041,14,4,,,3953,2096,0,400,306,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21201215,21000041,15,4,,,4469,2370,0,453,346,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21201216,21000041,16,4,,,4985,2643,0,505,386,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21201217,21000041,17,4,,,5500,2917,0,557,425,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21201218,21000041,18,5,,,6188,3281,0,627,479,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21201219,21000041,19,5,,,6876,3646,0,696,532,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21201220,21000041,20,5,,,7563,4010,0,766,585,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21201221,21000041,21,5,,,8251,4375,0,836,638,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21201222,21000041,22,5,,,8938,4739,0,905,691,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21201223,21000041,23,5,,,9626,5104,0,975,745,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21201224,21000041,24,6,,,10485,5560,0,1062,811,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21201225,21000041,25,6,,,11345,6015,0,1149,878,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21201226,21000041,26,6,,,12204,6471,0,1236,944,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21201227,21000041,27,6,,,13064,6927,0,1323,1011,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21201228,21000041,28,6,,,13923,7383,0,1410,1077,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21201229,21000041,29,6,,,14783,7838,0,1497,1144,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21201230,21000041,30,7,,,15642,8294,0,1584,1210,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21201231,21000042,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21201232,21000042,2,1,,,170,89,0,17,14,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21201233,21000042,3,1,,,340,179,0,34,28,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21201234,21000042,4,1,,,511,268,0,51,41,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21201235,21000042,5,2,,,766,403,0,77,62,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21201236,21000042,6,2,,,1021,537,0,103,83,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21201237,21000042,7,2,,,1276,671,0,129,103,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21201238,21000042,8,2,,,1532,805,0,154,124,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21201239,21000042,9,3,,,1872,984,0,189,152,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21201240,21000042,10,3,,,2213,1163,0,223,179,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21201241,21000042,11,3,,,2553,1342,0,257,207,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21201242,21000042,12,3,,,2893,1521,0,292,234,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21201243,21000042,13,4,,,3404,1789,0,343,276,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21201244,21000042,14,4,,,3915,2057,0,395,317,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21201245,21000042,15,4,,,4425,2326,0,446,358,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21201246,21000042,16,4,,,4936,2594,0,498,400,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21201247,21000042,17,4,,,5446,2862,0,549,441,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21201248,21000042,18,5,,,6127,3220,0,618,496,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21201249,21000042,19,5,,,6808,3578,0,687,551,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21201250,21000042,20,5,,,7489,3936,0,755,606,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21201251,21000042,21,5,,,8169,4294,0,824,661,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21201252,21000042,22,5,,,8850,4651,0,893,717,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21201253,21000042,23,5,,,9531,5009,0,961,772,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21201254,21000042,24,6,,,10382,5456,0,1047,841,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21201255,21000042,25,6,,,11233,5904,0,1133,909,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21201256,21000042,26,6,,,12084,6351,0,1219,978,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21201257,21000042,27,6,,,12935,6798,0,1305,1047,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21201258,21000042,28,6,,,13786,7245,0,1390,1116,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21201259,21000042,29,6,,,14637,7693,0,1476,1185,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21201260,21000042,30,7,,,15488,8140,0,1562,1254,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21201261,21000043,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21201262,21000043,2,1,,,172,0,88,14,17,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21201263,21000043,3,1,,,344,0,175,28,33,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21201264,21000043,4,1,,,516,0,263,41,50,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21201265,21000043,5,2,,,774,0,394,62,75,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21201266,21000043,6,2,,,1031,0,525,83,100,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21201267,21000043,7,2,,,1289,0,656,103,125,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21201268,21000043,8,2,,,1547,0,788,124,150,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21201269,21000043,9,3,,,1891,0,963,152,183,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21201270,21000043,10,3,,,2235,0,1138,179,217,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21201271,21000043,11,3,,,2578,0,1313,207,250,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21201272,21000043,12,3,,,2922,0,1488,234,284,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21201273,21000043,13,4,,,3438,0,1750,276,334,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21201274,21000043,14,4,,,3953,0,2013,317,384,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21201275,21000043,15,4,,,4469,0,2275,358,434,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21201276,21000043,16,4,,,4985,0,2538,400,484,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21201277,21000043,17,4,,,5500,0,2801,441,534,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21201278,21000043,18,5,,,6188,0,3151,496,601,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21201279,21000043,19,5,,,6876,0,3501,551,667,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21201280,21000043,20,5,,,7563,0,3851,606,734,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21201281,21000043,21,5,,,8251,0,4201,661,801,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21201282,21000043,22,5,,,8938,0,4551,717,867,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21201283,21000043,23,5,,,9626,0,4901,772,934,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21201284,21000043,24,6,,,10485,0,5338,841,1018,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21201285,21000043,25,6,,,11345,0,5776,909,1101,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21201286,21000043,26,6,,,12204,0,6214,978,1184,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21201287,21000043,27,6,,,13064,0,6651,1047,1268,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21201288,21000043,28,6,,,13923,0,7089,1116,1351,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21201289,21000043,29,6,,,14783,0,7526,1185,1435,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21201290,21000043,30,7,,,15642,0,7964,1254,1518,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21201291,21000044,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21201292,21000044,2,1,,,253,38,0,25,21,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21201293,21000044,3,1,,,505,76,0,51,42,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21201294,21000044,4,1,,,758,115,0,76,62,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21201295,21000044,5,2,,,1137,172,0,114,94,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21201296,21000044,6,2,,,1516,229,0,152,125,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21201297,21000044,7,2,,,1895,286,0,190,156,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21201298,21000044,8,2,,,2274,344,0,228,187,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21201299,21000044,9,3,,,2779,420,0,279,229,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21201300,21000044,10,3,,,3284,497,0,330,270,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21201301,21000044,11,3,,,3790,573,0,381,312,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21201302,21000044,12,3,,,4295,649,0,432,353,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21201303,21000044,13,4,,,5053,764,0,508,416,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
21201304,21000044,14,4,,,5811,879,0,584,478,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:120}]",,
21201305,21000044,15,4,,,6569,993,0,660,541,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:136}]",,
21201306,21000044,16,4,,,7326,1108,0,736,603,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:152}]",,
21201307,21000044,17,4,,,8084,1222,0,812,665,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:168}]",,
21201308,21000044,18,5,,,9095,1375,0,914,748,"[{type:1,param:56010001,value:-20}]","[{type:1,param:56010001,value:184}]",,
21201309,21000044,19,5,,,10105,1528,0,1015,832,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:204}]",,
21201310,21000044,20,5,,,11116,1681,0,1117,915,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:224}]",,
21201311,21000044,21,5,,,12127,1833,0,1218,998,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:244}]",,
21201312,21000044,22,5,,,13137,1986,0,1320,1081,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:264}]",,
21201313,21000044,23,5,,,14148,2139,0,1422,1164,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:284}]",,
21201314,21000044,24,6,,,15411,2330,0,1548,1268,"[{type:1,param:56010001,value:-25}]","[{type:1,param:56010001,value:304}]",,
21201315,21000044,25,6,,,16674,2521,0,1675,1372,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:328}]",,
21201316,21000044,26,6,,,17937,2712,0,1802,1476,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:352}]",,
21201317,21000044,27,6,,,19200,2903,0,1929,1580,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:376}]",,
21201318,21000044,28,6,,,20464,3094,0,2056,1684,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:400}]",,
21201319,21000044,29,6,,,21727,3285,0,2183,1788,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:424}]",,
21201320,21000044,30,7,,,22990,3476,0,2310,1892,"[{type:1,param:56010001,value:-30}]","[{type:1,param:56010001,value:448}]",,
21201321,21000045,1,1,,,0,0,0,0,0,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:8}]",,
21201322,21000045,2,1,,,211,0,65,17,21,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:12}]",,
21201323,21000045,3,1,,,421,0,129,34,42,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:16}]",,
21201324,21000045,4,1,,,632,0,194,51,62,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:20}]",,
21201325,21000045,5,2,,,948,0,290,76,94,"[{type:1,param:56010001,value:-5}]","[{type:1,param:56010001,value:24}]",,
21201326,21000045,6,2,,,1263,0,387,102,125,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:32}]",,
21201327,21000045,7,2,,,1579,0,484,127,156,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:40}]",,
21201328,21000045,8,2,,,1895,0,581,152,187,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:48}]",,
21201329,21000045,9,3,,,2316,0,710,186,229,"[{type:1,param:56010001,value:-10}]","[{type:1,param:56010001,value:56}]",,
21201330,21000045,10,3,,,2737,0,839,220,270,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:68}]",,
21201331,21000045,11,3,,,3159,0,968,254,312,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:80}]",,
21201332,21000045,12,3,,,3580,0,1097,288,353,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:92}]",,
21201333,21000045,13,4,,,4211,0,1291,338,416,"[{type:1,param:56010001,value:-15}]","[{type:1,param:56010001,value:104}]",,
