"英雄ID{id,int}(id,number)","英雄名称(chinese_hero_name,string)","中文称号(chinese_nickname,string)",英文名,英文称号,"英雄类型{hero_type,int}","颜色{color_type,int}(color_type,number)","移动方式{move_type,int}(move_type,number)","武器{weapon_type,int}(weapon_type,number)","性别{gender,int}(gender,number)","战斗时头像资源id(battle_head,string)","受伤时头像资源id(injured_head,string)","方头像资源id(quadrate_head,string)","站立立绘资源id(stand_drawing,string)","普通攻击立绘资源id(attack_drawing,string)","奥义攻击立绘资源id(aoyi_drawing,string)","受伤立绘资源id(injured_drawing,string)",音频id,"对话文本(dialog,string)","简介(profile,string)","初始武器技能{weapon_skills,json_funcs}(weapon_skill,json)","初始辅助技能{support_skills,json_funcs}(support_skills,json)","初始奥义技能{aoyi_skills,json_funcs}(aoyi_skills,json)","初始被动技能A{a_skills,json_funcs}(a_skills,json)","初始被动技能B{b_skills,json_funcs}(b_skills,json)","初始被动技能C{c_skills,json_funcs}(c_skills,json)","HP{hps,ints}(hps,array)","攻击{attacks,ints}(attacks,array)","速度{speeds,ints}(speeds,array)","防守{defenses,ints}(defenses,array)","魔防{magic_defenses,ints}(magic_defenses,array)","技巧{techniques,ints}(techniques,array)","幸运{lucks,ints}(lucks,array)","祝福类型{bless_type,int}(bless_type,number)","祝福属性类型1{bless_type_1,int}（bless_type_1,number)","祝福类型值1{bless_value_1,int}(bless_value_1,number)","祝福属性类型2{bless_type_2,int}(bless_type_2,number)","祝福类型值2{bless_value_2,int}(bless_value_2,number)"
20111609,亨利,心灵崩坏的,Henry,Twisted Mind,1,1,1,6,1,bh20111609,bh20111609,bh20111609,bb20111609,bb20111609,bb20111609,bb20111609,,,,"[{type:1,param:21160005,value:1},{type:1,param:21160013,value:3},{type:1,param:21160014,value:5}]",[],"[{type:1,param:21310008,value:3},{type:1,param:21310010,value:4}]","[{type:1,param:21510057,value:3},{type:1,param:21510058,value:4},{type:1,param:21510059,value:5}]","[{type:1,param:21520081,value:1},{type:1,param:21520082,value:2},{type:1,param:21520083,value:4}]",[],"{17,36}","{4,17}","{3,16}","{6,24}","{4,18}","{2,18}","{9,28}",0,0,0,0,0
20113601,里昂,暗之王子,Leo,Sorcerous Prince,1,1,3,6,1,bh20113601,bh20113601,bh20113601,bb20113601,bb20113601,bb20113601,bb20113601,,,,"[{type:1,param:21160005,value:1},{type:1,param:21160007,value:3},{type:1,param:21160029,value:5}]",[],"[{type:1,param:21320004,value:3},{type:1,param:21320006,value:4}]",[],"[{type:1,param:21520135,value:1},{type:1,param:21520136,value:2},{type:1,param:21520137,value:4}]","[{type:1,param:21530135,value:3},{type:1,param:21530136,value:4},{type:1,param:21530137,value:5}]","{15,31}","{5,21}","{3,16}","{4,18}","{6,22}","{2,16}","{9,27}",0,0,0,0,0
20190001,剑战士,,,,2,1,1,1,1,bh20190001,bh20190001,bh20190001,bb20190001,bb20190001,bb20190001,bb20190001,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190002,斧战士,,,,2,2,1,2,1,bh20190002,bh20190002,bh20190002,bb20190002,bb20190002,bb20190002,bb20190002,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190003,枪战士,,,,2,3,1,3,1,bh20190003,bh20190003,bh20190003,bb20190003,bb20190003,bb20190003,bb20190003,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190004,弓战士,,,,2,4,1,4,1,bh20190004,bh20190004,bh20190004,bb20190004,bb20190004,bb20190004,bb20190004,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190005,红魔法师,,,,2,1,1,6,1,bh20190005,bh20190005,bh20190005,bb20190005,bb20190005,bb20190005,bb20190005,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190006,绿魔法师,,,,2,2,1,6,1,bh20190006,bh20190006,bh20190006,bb20190006,bb20190006,bb20190006,bb20190006,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190007,蓝魔法师,,,,2,3,1,6,1,bh20190007,bh20190007,bh20190007,bb20190007,bb20190007,bb20190007,bb20190007,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190008,修女,,,,2,4,1,8,0,bh20190008,bh20190008,bh20190008,bb20190008,bb20190008,bb20190008,bb20190008,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190009,剑骑士,,,,2,1,3,1,1,bh20190009,bh20190009,bh20190009,bb20190009,bb20190009,bb20190009,bb20190009,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190010,斧骑士,,,,2,2,3,2,1,bh20190010,bh20190010,bh20190010,bb20190010,bb20190010,bb20190010,bb20190010,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190011,枪骑士,,,,2,3,3,3,1,bh20190011,bh20190011,bh20190011,bb20190011,bb20190011,bb20190011,bb20190011,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190012,弓骑士,,,,2,4,3,4,1,bh20190012,bh20190012,bh20190012,bb20190012,bb20190012,bb20190012,bb20190012,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190013,杖骑士,,,,2,4,3,8,1,bh20190013,bh20190013,bh20190013,bb20190013,bb20190013,bb20190013,bb20190013,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190014,红骑士,,,,2,1,3,6,1,bh20190014,bh20190014,bh20190014,bb20190014,bb20190014,bb20190014,bb20190014,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190015,绿骑士,,,,2,2,3,6,1,bh20190015,bh20190015,bh20190015,bb20190015,bb20190015,bb20190015,bb20190015,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190016,蓝骑士,,,,2,3,3,6,1,bh20190016,bh20190016,bh20190016,bb20190016,bb20190016,bb20190016,bb20190016,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190017,剑飞马骑士,,,,2,1,4,1,1,bh20190017,bh20190017,bh20190017,bb20190017,bb20190017,bb20190017,bb20190017,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190018,斧飞马骑士,,,,2,2,4,2,1,bh20190018,bh20190018,bh20190018,bb20190018,bb20190018,bb20190018,bb20190018,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190019,枪飞马骑士,,,,2,3,4,3,1,bh20190019,bh20190019,bh20190019,bb20190019,bb20190019,bb20190019,bb20190019,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190020,剑重骑士,,,,2,1,2,1,1,bh20190020,bh20190020,bh20190020,bb20190020,bb20190020,bb20190020,bb20190020,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190021,斧重骑士,,,,2,2,2,2,1,bh20190021,bh20190021,bh20190021,bb20190021,bb20190021,bb20190021,bb20190021,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190022,枪重骑士,,,,2,3,2,3,1,bh20190022,bh20190022,bh20190022,bb20190022,bb20190022,bb20190022,bb20190022,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190023,小偷,,,,2,4,1,5,1,bh20190023,bh20190023,bh20190023,bb20190023,bb20190023,bb20190023,bb20190023,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190024,翠红龙族,,,,2,1,1,7,1,bh20190024,bh20190024,bh20190024,bb20190024,bb20190024,bb20190024,bb20190024,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190025,翠绿龙族,,,,2,2,1,7,1,bh20190025,bh20190025,bh20190025,bb20190025,bb20190025,bb20190025,bb20190025,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
20190026,翠蓝龙族,,,,2,3,1,7,1,bh20190026,bh20190026,bh20190026,bb20190026,bb20190026,bb20190026,bb20190026,,,,[],[],[],[],[],[],{},{},{},{},{},{},{},0,0,0,0,0
