"ID{id,int}(idx)","装备CID{equipCid,int}(num,equipCid)","装备星级{star,int}(num,star)","属性类型{attType,ints}(fun,attType)","属性值{value,ints}(fun,attVal)","计算类型{calType,ints}(fun,calType)","升级到下一星级消耗{costs,json_funcs}(json,costs)",
56700893,56530049,4,"{1,2}","{256,376}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700894,56530049,5,"{1,2}","{320,470}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700895,56530050,0,"{3,2}","{0,0}","{1,1}",,
56700896,56530050,1,"{3,2}","{104,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700897,56530050,2,"{3,2}","{208,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700898,56530050,3,"{3,2}","{312,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700899,56530050,4,"{3,2}","{416,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700900,56530050,5,"{3,2}","{520,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700901,56540001,0,"{2,4}","{0,0}","{1,1}",,
56700902,56540001,1,"{2,4}","{46,46}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700903,56540001,2,"{2,4}","{92,92}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700904,56540001,3,"{2,4}","{138,138}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700905,56540001,4,"{2,4}","{184,184}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700906,56540001,5,"{2,4}","{230,230}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700907,56540002,0,"{2,4}","{0,0}","{1,1}",,
56700908,56540002,1,"{2,4}","{46,46}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700909,56540002,2,"{2,4}","{92,92}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700910,56540002,3,"{2,4}","{138,138}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700911,56540002,4,"{2,4}","{184,184}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700912,56540002,5,"{2,4}","{230,230}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700913,56540003,0,"{2,4}","{0,0}","{1,1}",,
56700914,56540003,1,"{2,4}","{46,48}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700915,56540003,2,"{2,4}","{92,96}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700916,56540003,3,"{2,4}","{138,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700917,56540003,4,"{2,4}","{184,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700918,56540003,5,"{2,4}","{230,240}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700919,56540004,0,"{2,4}","{0,0}","{1,1}",,
56700920,56540004,1,"{2,4}","{46,46}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700921,56540004,2,"{2,4}","{92,92}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700922,56540004,3,"{2,4}","{138,138}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700923,56540004,4,"{2,4}","{184,184}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700924,56540004,5,"{2,4}","{230,230}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700925,56540005,0,"{2,4}","{0,0}","{1,1}",,
56700926,56540005,1,"{2,4}","{38,58}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700927,56540005,2,"{2,4}","{76,116}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700928,56540005,3,"{2,4}","{114,174}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700929,56540005,4,"{2,4}","{152,232}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700930,56540005,5,"{2,4}","{190,290}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700931,56540006,0,"{2,4}","{0,0}","{1,1}",,
56700932,56540006,1,"{2,4}","{36,60}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700933,56540006,2,"{2,4}","{72,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700934,56540006,3,"{2,4}","{108,180}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700935,56540006,4,"{2,4}","{144,240}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700936,56540006,5,"{2,4}","{180,300}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700937,56540007,0,"{2,4}","{0,0}","{1,1}",,
56700938,56540007,1,"{2,4}","{70,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700939,56540007,2,"{2,4}","{140,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700940,56540007,3,"{2,4}","{210,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700941,56540007,4,"{2,4}","{280,288}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700942,56540007,5,"{2,4}","{350,360}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700943,56540008,0,"{2,4}","{0,0}","{1,1}",,
56700944,56540008,1,"{2,4}","{70,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700945,56540008,2,"{2,4}","{140,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700946,56540008,3,"{2,4}","{210,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700947,56540008,4,"{2,4}","{280,288}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700948,56540008,5,"{2,4}","{350,360}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700949,56540009,0,"{2,4}","{0,0}","{1,1}",,
56700950,56540009,1,"{2,4}","{46,74}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700951,56540009,2,"{2,4}","{92,148}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700952,56540009,3,"{2,4}","{138,222}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700953,56540009,4,"{2,4}","{184,296}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700954,56540009,5,"{2,4}","{230,370}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700955,56540010,0,"{2,4}","{0,0}","{1,1}",,
56700956,56540010,1,"{2,4}","{48,74}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700957,56540010,2,"{2,4}","{96,148}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700958,56540010,3,"{2,4}","{144,222}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700959,56540010,4,"{2,4}","{192,296}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700960,56540010,5,"{2,4}","{240,370}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700961,56540011,0,"{2,4}","{0,0}","{1,1}",,
56700962,56540011,1,"{2,4}","{44,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700963,56540011,2,"{2,4}","{88,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700964,56540011,3,"{2,4}","{132,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700965,56540011,4,"{2,4}","{176,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700966,56540011,5,"{2,4}","{220,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700967,56540012,0,"{2,4}","{0,0}","{1,1}",,
56700968,56540012,1,"{2,4}","{42,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700969,56540012,2,"{2,4}","{84,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700970,56540012,3,"{2,4}","{126,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700971,56540012,4,"{2,4}","{168,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700972,56540012,5,"{2,4}","{210,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700973,56540013,0,"{2,4}","{0,0}","{1,1}",,
56700974,56540013,1,"{2,4}","{44,46}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700975,56540013,2,"{2,4}","{88,92}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700976,56540013,3,"{2,4}","{132,138}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700977,56540013,4,"{2,4}","{176,184}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700978,56540013,5,"{2,4}","{220,230}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700979,56540014,0,"{2,4}","{0,0}","{1,1}",,
56700980,56540014,1,"{2,4}","{46,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700981,56540014,2,"{2,4}","{92,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700982,56540014,3,"{2,4}","{138,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700983,56540014,4,"{2,4}","{184,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700984,56540014,5,"{2,4}","{230,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700985,56540015,0,"{2,4}","{0,0}","{1,1}",,
56700986,56540015,1,"{2,4}","{34,56}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700987,56540015,2,"{2,4}","{68,112}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700988,56540015,3,"{2,4}","{102,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700989,56540015,4,"{2,4}","{136,224}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700990,56540015,5,"{2,4}","{170,280}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700991,56540016,0,"{2,4}","{0,0}","{1,1}",,
56700992,56540016,1,"{2,4}","{34,58}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700993,56540016,2,"{2,4}","{68,116}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700994,56540016,3,"{2,4}","{102,174}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700995,56540016,4,"{2,4}","{136,232}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700996,56540016,5,"{2,4}","{170,290}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700997,56540017,0,"{2,4}","{0,0}","{1,1}",,
56700998,56540017,1,"{2,4}","{66,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56700999,56540017,2,"{2,4}","{132,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701000,56540017,3,"{2,4}","{198,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701001,56540017,4,"{2,4}","{264,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701002,56540017,5,"{2,4}","{330,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701003,56540018,0,"{2,4}","{0,0}","{1,1}",,
56701004,56540018,1,"{2,4}","{66,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701005,56540018,2,"{2,4}","{132,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701006,56540018,3,"{2,4}","{198,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701007,56540018,4,"{2,4}","{264,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701008,56540018,5,"{2,4}","{330,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701009,56540019,0,"{2,4}","{0,0}","{1,1}",,
56701010,56540019,1,"{2,4}","{42,70}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701011,56540019,2,"{2,4}","{84,140}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701012,56540019,3,"{2,4}","{126,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701013,56540019,4,"{2,4}","{168,280}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701014,56540019,5,"{2,4}","{210,350}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701015,56540020,0,"{2,4}","{0,0}","{1,1}",,
56701016,56540020,1,"{2,4}","{42,72}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701017,56540020,2,"{2,4}","{84,144}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701018,56540020,3,"{2,4}","{126,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701019,56540020,4,"{2,4}","{168,288}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701020,56540020,5,"{2,4}","{210,360}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701021,56540021,0,"{2,4}","{0,0}","{1,1}",,
56701022,56540021,1,"{2,4}","{42,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701023,56540021,2,"{2,4}","{84,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701024,56540021,3,"{2,4}","{126,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701025,56540021,4,"{2,4}","{168,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701026,56540021,5,"{2,4}","{210,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701027,56540022,0,"{2,4}","{0,0}","{1,1}",,
56701028,56540022,1,"{2,4}","{42,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701029,56540022,2,"{2,4}","{84,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701030,56540022,3,"{2,4}","{126,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701031,56540022,4,"{2,4}","{168,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701032,56540022,5,"{2,4}","{210,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701033,56540023,0,"{2,4}","{0,0}","{1,1}",,
56701034,56540023,1,"{2,4}","{42,44}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701035,56540023,2,"{2,4}","{84,88}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701036,56540023,3,"{2,4}","{126,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701037,56540023,4,"{2,4}","{168,176}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701038,56540023,5,"{2,4}","{210,220}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701039,56540024,0,"{2,4}","{0,0}","{1,1}",,
56701040,56540024,1,"{2,4}","{42,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701041,56540024,2,"{2,4}","{84,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701042,56540024,3,"{2,4}","{126,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701043,56540024,4,"{2,4}","{168,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701044,56540024,5,"{2,4}","{210,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701045,56540025,0,"{2,4}","{0,0}","{1,1}",,
56701046,56540025,1,"{2,4}","{34,54}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701047,56540025,2,"{2,4}","{68,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701048,56540025,3,"{2,4}","{102,162}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701049,56540025,4,"{2,4}","{136,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701050,56540025,5,"{2,4}","{170,270}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701051,56540026,0,"{2,4}","{0,0}","{1,1}",,
56701052,56540026,1,"{2,4}","{34,54}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701053,56540026,2,"{2,4}","{68,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701054,56540026,3,"{2,4}","{102,162}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701055,56540026,4,"{2,4}","{136,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701056,56540026,5,"{2,4}","{170,270}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701057,56540027,0,"{2,4}","{0,0}","{1,1}",,
56701058,56540027,1,"{2,4}","{62,62}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701059,56540027,2,"{2,4}","{124,124}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701060,56540027,3,"{2,4}","{186,186}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701061,56540027,4,"{2,4}","{248,248}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701062,56540027,5,"{2,4}","{310,310}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701063,56540028,0,"{2,4}","{0,0}","{1,1}",,
56701064,56540028,1,"{2,4}","{64,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701065,56540028,2,"{2,4}","{128,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701066,56540028,3,"{2,4}","{192,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701067,56540028,4,"{2,4}","{256,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701068,56540028,5,"{2,4}","{320,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701069,56540029,0,"{2,4}","{0,0}","{1,1}",,
56701070,56540029,1,"{2,4}","{42,68}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701071,56540029,2,"{2,4}","{84,136}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701072,56540029,3,"{2,4}","{126,204}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701073,56540029,4,"{2,4}","{168,272}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701074,56540029,5,"{2,4}","{210,340}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701075,56540030,0,"{2,4}","{0,0}","{1,1}",,
56701076,56540030,1,"{2,4}","{42,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701077,56540030,2,"{2,4}","{84,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701078,56540030,3,"{2,4}","{126,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701079,56540030,4,"{2,4}","{168,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701080,56540030,5,"{2,4}","{210,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701081,56540031,0,"{2,4}","{0,0}","{1,1}",,
56701082,56540031,1,"{2,4}","{42,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701083,56540031,2,"{2,4}","{84,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701084,56540031,3,"{2,4}","{126,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701085,56540031,4,"{2,4}","{168,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701086,56540031,5,"{2,4}","{210,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701087,56540032,0,"{2,4}","{0,0}","{1,1}",,
56701088,56540032,1,"{2,4}","{42,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701089,56540032,2,"{2,4}","{84,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701090,56540032,3,"{2,4}","{126,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701091,56540032,4,"{2,4}","{168,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701092,56540032,5,"{2,4}","{210,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701093,56540033,0,"{2,4}","{0,0}","{1,1}",,
56701094,56540033,1,"{2,4}","{42,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701095,56540033,2,"{2,4}","{84,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701096,56540033,3,"{2,4}","{126,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701097,56540033,4,"{2,4}","{168,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701098,56540033,5,"{2,4}","{210,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701099,56540034,0,"{2,4}","{0,0}","{1,1}",,
56701100,56540034,1,"{2,4}","{40,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701101,56540034,2,"{2,4}","{80,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701102,56540034,3,"{2,4}","{120,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701103,56540034,4,"{2,4}","{160,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701104,56540034,5,"{2,4}","{200,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701105,56540035,0,"{2,4}","{0,0}","{1,1}",,
56701106,56540035,1,"{2,4}","{34,54}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701107,56540035,2,"{2,4}","{68,108}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701108,56540035,3,"{2,4}","{102,162}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701109,56540035,4,"{2,4}","{136,216}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701110,56540035,5,"{2,4}","{170,270}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701111,56540036,0,"{2,4}","{0,0}","{1,1}",,
56701112,56540036,1,"{2,4}","{34,52}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701113,56540036,2,"{2,4}","{68,104}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701114,56540036,3,"{2,4}","{102,156}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701115,56540036,4,"{2,4}","{136,208}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701116,56540036,5,"{2,4}","{170,260}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701117,56540037,0,"{2,4}","{0,0}","{1,1}",,
56701118,56540037,1,"{2,4}","{62,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701119,56540037,2,"{2,4}","{124,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701120,56540037,3,"{2,4}","{186,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701121,56540037,4,"{2,4}","{248,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701122,56540037,5,"{2,4}","{310,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701123,56540038,0,"{2,4}","{0,0}","{1,1}",,
56701124,56540038,1,"{2,4}","{62,62}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701125,56540038,2,"{2,4}","{124,124}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701126,56540038,3,"{2,4}","{186,186}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701127,56540038,4,"{2,4}","{248,248}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701128,56540038,5,"{2,4}","{310,310}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701129,56540039,0,"{2,4}","{0,0}","{1,1}",,
56701130,56540039,1,"{2,4}","{42,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701131,56540039,2,"{2,4}","{84,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701132,56540039,3,"{2,4}","{126,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701133,56540039,4,"{2,4}","{168,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701134,56540039,5,"{2,4}","{210,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701135,56540040,0,"{2,4}","{0,0}","{1,1}",,
56701136,56540040,1,"{2,4}","{40,66}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701137,56540040,2,"{2,4}","{80,132}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701138,56540040,3,"{2,4}","{120,198}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701139,56540040,4,"{2,4}","{160,264}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701140,56540040,5,"{2,4}","{200,330}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701141,56540041,0,"{2,4}","{0,0}","{1,1}",,
56701142,56540041,1,"{2,4}","{42,40}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701143,56540041,2,"{2,4}","{84,80}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701144,56540041,3,"{2,4}","{126,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701145,56540041,4,"{2,4}","{168,160}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701146,56540041,5,"{2,4}","{210,200}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701147,56540042,0,"{2,4}","{0,0}","{1,1}",,
56701148,56540042,1,"{2,4}","{42,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701149,56540042,2,"{2,4}","{84,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701150,56540042,3,"{2,4}","{126,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701151,56540042,4,"{2,4}","{168,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701152,56540042,5,"{2,4}","{210,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701153,56540043,0,"{2,4}","{0,0}","{1,1}",,
56701154,56540043,1,"{2,4}","{34,52}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701155,56540043,2,"{2,4}","{68,104}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701156,56540043,3,"{2,4}","{102,156}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701157,56540043,4,"{2,4}","{136,208}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701158,56540043,5,"{2,4}","{170,260}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701159,56540044,0,"{2,4}","{0,0}","{1,1}",,
56701160,56540044,1,"{2,4}","{60,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701161,56540044,2,"{2,4}","{120,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701162,56540044,3,"{2,4}","{180,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701163,56540044,4,"{2,4}","{240,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701164,56540044,5,"{2,4}","{300,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701165,56540045,0,"{2,4}","{0,0}","{1,1}",,
56701166,56540045,1,"{2,4}","{40,64}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701167,56540045,2,"{2,4}","{80,128}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701168,56540045,3,"{2,4}","{120,192}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701169,56540045,4,"{2,4}","{160,256}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701170,56540045,5,"{2,4}","{200,320}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701171,56540046,0,"{2,4}","{0,0}","{1,1}",,
56701172,56540046,1,"{2,4}","{40,42}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701173,56540046,2,"{2,4}","{80,84}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701174,56540046,3,"{2,4}","{120,126}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701175,56540046,4,"{2,4}","{160,168}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701176,56540046,5,"{2,4}","{200,210}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701177,56540047,0,"{2,4}","{0,0}","{1,1}",,
56701178,56540047,1,"{2,4}","{40,40}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701179,56540047,2,"{2,4}","{80,80}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701180,56540047,3,"{2,4}","{120,120}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701181,56540047,4,"{2,4}","{160,160}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701182,56540047,5,"{2,4}","{200,200}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701183,56540048,0,"{2,4}","{0,0}","{1,1}",,
56701184,56540048,1,"{2,4}","{34,52}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701185,56540048,2,"{2,4}","{68,104}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701186,56540048,3,"{2,4}","{102,156}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701187,56540048,4,"{2,4}","{136,208}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701188,56540048,5,"{2,4}","{170,260}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701189,56540049,0,"{2,4}","{0,0}","{1,1}",,
56701190,56540049,1,"{2,4}","{60,62}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701191,56540049,2,"{2,4}","{120,124}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701192,56540049,3,"{2,4}","{180,186}","{1,1}","[{type:4,param:80400001,value:-100}]",
56701193,56540049,4,"{2,4}","{240,248}","{1,1}","[{type:4,param:80400001,value:-100}]",
